track_name,language,playlist_genre,playlist_subgenre,track_artist
Bhalobese Sakhi Nibhrite Jatane,bn,Rabindra Sangeet,Tagore Nature,Chinmoy Chatterjee
Pon De Floor,en,latin,latin hip hop,Major Lazer
Glow - JSapp Remix,en,edm,progressive electro house,Britt Nicole
Chupi Chupi Kaache Aesho,bn,,Romantic Playback,Alka Yagnik
Tomay Porechhe Mone,bn,Adhunik Bangla,Romantic Modern,Kishore Kumar
Dil Dariyar Majhete,bn,Bangla Folk,Baul,Purna Das Baul
Faded - Tiesto's Northern Lights Remix,en,edm,electro house,Alan Walker
Act a Fool,en,rap,hip hop,Rick Ross
Amar Khela Jakhon Chhilo Tomar Sane,bn,Bangla Film,Romantic Playback,Hemant Kumar
Aei Gaaneri Shure Shure,bn,Bangla Film,Romantic Playback,Mohammad Aziz
There for You,en,pop,electropop,Martin Garrix
6 Man,en,r&b,urban contemporary,Drake
Sound of da Police,en,rap,southern hip hop,KRS-One
Balo Ki Achhe Go,bn,Bangla Film,Romantic Duet,R. D. Burman
Ami Cheye Cheye Dekhi,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra
Ja Ja Ja Bhule Ja,bn,Bangla Film,Melancholy Playback,Lata Mangeshkar
Aaj Bikeler Dake Tomar Chithi,bn,Adhunik Bangla,Romantic Modern,Banasree Sengupta
Self Importance,en,r&b,neo soul,Kilo Kish
Sukher Majhey Tomay,bn,,Tagore Classic,Indrani Sen
Jeevanamaraner,bn,Rabindra Sangeet,Tagore Devotional,Debabrata Biswas
Pa Ma Ga Re Sa,bn,Devotional,Spiritual,Lata Mangeshkar
Jeno Kichhu Mone Korona,bn,Adhunik Bangla,Romantic Modern,Akhil Bandhu Ghosh
Rain,en,rock,hard rock,Status Quo
Heart Don't Stand a Chance,en,r&b,urban contemporary,Anderson .Paak
How We Party,en,edm,big room,R3HAB
Together Forever,en,latin,latin hip hop,Lisette Melendez
Sunilo Saagarey,bn,,Tagore Nature,Debabrata Biswas
"Barne, Gandhe, Chhande, Gitite",bn,Adhunik Bangla,Romantic Modern,S. D. Burman
How Sweet It Is (To Be Loved by You),en,rock,classic rock,James Taylor
Hurts 2B Human (feat. Khalid) - Midnight Kids Remix,en,edm,big room,P!nk
I just need U. - Capital Kings Remix,en,edm,progressive electro house,TobyMac
Aaj Theke Aar Bhalobasar,bn,Adhunik Bangla,Breakup Modern,Kishore Kumar
Last Request,en,rock,album rock,Paolo Nutini
Lalita Go Oke Aaj Chole Jete Bal Na,bn,Bangla Film,Emotional Retro,Manna Dey
Tumi Jey Surer Aagun,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
Shoot Shoot - 2007 Remastered Version,en,rock,hard rock,UFO
Silhouettes - Original Radio Edit,en,edm,pop edm,Avicii
Ami To Tomar Chirodiner Hnasi Kannar Sathi,bn,Adhunik Bangla,Romantic Modern,Nirmal Mishra
Closely,en,pop,indie poptimism,August Roads
Stay,en,pop,indie poptimism,Post Malone
Next To Me,en,pop,dance pop,Axel Johansson
Is It Love,en,latin,tropical,3LAU
Na Na Kache Eso Na,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Stone,en,pop,indie poptimism,Agnes Obel
Aaro Kachakachi,bn,Bangla Film,Duet Playback,Kishore Kumar|Asha Bhosle
Kar Milano Chao Birahi,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
Pathey Chhile Jetey,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Again,en,latin,tropical,Wun Two
Ek Je Chhilo Dushtu Chhele,bn,,Children's Song,Antara Chwdhury
but,en,edm,pop edm,Keys of Philadelphia
Na Bole Esechhi,bn,Bangla Film,Romantic Playback,Aarti Mukherji
Bhulo Na Pratham Se Din,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Ebar Ami Amar Theke,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
E Gaane Prajapati (Stereo),bn,Bangla Film,Light Romantic,Sandhya Mukherjee
To Cut a Long Story Short - 2010 Remaster,en,rock,permanent wave,Spandau Ballet
Aaj Jiban Khunje Pabi,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika
Palm Beach,en,latin,tropical,Vicente Garcia
Pray to God - R3hab Remix,en,edm,big room,Calvin Harris
Drishya Dekhi Anya,bn,,Comic Song,Anup Ghoshal
Hey Now - Arty Remix,en,edm,progressive electro house,London Grammar
Shower the People,en,rock,classic rock,James Taylor
Pran Chay Chokkhu Na Chay,bn,Rabindra Sangeet,Tagore Classic,Sagar Sen
Whatever It Takes,en,pop,post-teen pop,Imagine Dragons
Thuilam Re Mon Padmapatay,bn,Bangla Film,Romantic Playback,Asha Bhosle
Amar Moner Ei Mayurmahale,bn,,Romantic Playback,Kishore Kumar
Janmadin,bn,Children's Music,Birthday Song,Kishore Kumar
Chokhe Naame Brishti,bn,Bangla Film,Romantic Playback,Asha Bhosle
Kana Machhi Bhon Bhon,bn,Children's Music,Comic Song,Antara Chwdhury|Sabita Chowdhury
Upgraded,en,edm,progressive electro house,Capital Kings
Ore Batas Phulshakhate,bn,Bangla Film,Duet Playback,Sandhya Mukherjee|Hemant Kumar
Sunshine (feat. Lea) - Explicit Album Version,en,rap,hip hop,Lil' Flip
It's your life (feat. Chris Willis),en,edm,progressive electro house,David Guetta
Pora Banshi Shunle E Mon,bn,,Folk-inspired Modern,Asha Bhosle
Hotam Jodi Tota Pakhi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Tomaar Holo Shuru (db),bn,Rabindra Sangeet,Tagore Nostalgia,Debabrata Biswas
You Are the One Thing,en,edm,progressive electro house,Bright City
Sever,en,rock,hard rock,Red
Ke Pratham Kachhe Esechhi,bn,Bangla Film,Duet Playback,Lata Mangeshkar|Manna Dey
Ei To Jiban,bn,,Romantic Playback,Kishore Kumar
Phule Gandha Nei,bn,Bangla Film,Melancholy Playback,Asha Bhosle
Sweet November,en,r&b,new jack swing,Troop
Se Jeno Aamar Pashe,bn,Adhunik Bangla,Romantic Modern,Kishore Kumar
Shudhu Jaowa Asa,bn,,Romantic Modern,Lopamudra Mitra
Madhabi Phutechhe Oi,bn,,Duet Playback,Lata Mangeshkar|R. D. Burman
Aamar Pujar Phool,bn,Adhunik Bangla,Romantic Modern,Kishore Kumar
Gz And Hustlas (feat. Nancy Fletcher),en,rap,gangster rap,Snoop Dogg
Ki Je Kori Dure Jete Hay,bn,Bangla Film,Melancholy Playback,Lata Mangeshkar
Esho Go Jweley,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
24K Magic - R3hab Remix,en,edm,pop edm,Bruno Mars
Tomar Kaache Jabo,bn,Bangla Film,Romantic Playback,Alka Yagnik
Who I Am,en,rock,hard rock,Wage War
Stay (Electro Swing Remix),en,edm,electro house,11 Acorn Lane
Nabo Anande Jago Aaji,bn,Bangla Film,Romantic Playback,Hemant Kumar
Catalina Breeze,en,rock,permanent wave,The Blue Jean Committee
Take It Off,en,pop,indie poptimism,Two Friends
"Why You Get Funky On Me - From ""House Party"" Soundtrack",en,r&b,new jack swing,Today
Your Side Of The Bed,en,pop,indie poptimism,Loote
Bad Blood,en,r&b,urban contemporary,Nao
Tomar Dake Sara Dite,bn,Bangla Film,Romantic Playback,Aarti Mukherji
Flash Funk (feat. Marshmello),en,edm,big room,League of Legends
Swapney Aamaar Mone Holo,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
Lovergirl,en,r&b,urban contemporary,Teena Marie
Mon Janala Khule Dena,bn,Adhunik Bangla,Romantic Modern,Kishore Kumar
Over And Over,en,edm,progressive electro house,Sylvester
Would You Mind,en,r&b,hip pop,PRETTYMUCH
Nowhere to Run,en,rap,gangster rap,Brennan Savage
Na Na Na Kachhe Esona,bn,Bangla Film,Playful Romantic,Asha Bhosle|S. P. Balasubrahmanyam
Otho Otho Surjayre,bn,,Romantic Playback,Lata Mangeshkar
Carry On - Nicky Romero Remix,en,pop,dance pop,Kygo
Thinking About You (feat. Ayah Marar),en,pop,electropop,Calvin Harris
With You,en,r&b,new jack swing,Tony Terry
Sneak Diss (feat. So6ix),en,rap,gangster rap,Ghostemane
Aaro Kachakachi,bn,,Duet Playback,Kishore Kumar|Asha Bhosle
Tari Amar Hathat Dubey Jai,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
E Jiban Premeri Ek Patabahar Kabita,bn,,Romantic Playback,Kishore Kumar
Dancer,en,edm,progressive electro house,Gino Soccio
Baro Eka Laage,bn,Bangla Film,Melancholy Playback,Manna Dey
O Mor Moyna Go,bn,Bangla Folk,Folk Song,Lata Mangeshkar
Bahudiner Agete Godhulir Belate,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika
Since U Been Gone,en,latin,latin hip hop,Kelly Clarkson
Chaaridike Paaper Andhar (Manush Janam Diye Bidhi),bn,Bangla Film,Romantic Playback,Kishore Kumar
E Monihar Amay,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Susie Q - Single Version,en,rock,hard rock,Creedence Clearwater Revival
Inside the Lines (feat. Casso),en,latin,tropical,Mike Perry
Paris,en,pop,indie poptimism,Magic Man
Ami Mon Diye Chi,bn,Bangla Film,Romantic Playback,Asha Bhosle
Emon Ekta Jhinuk Khunje,bn,Adhunik Bangla,Romantic Modern,Nirmal Mishra
Shake Whatcha Mama Gave Ya',en,rap,southern hip hop,Poison Clan
Tumi Esechhile Porshu,bn,Adhunik Bangla,Romantic Modern,S. D. Burman
Just As I Am,en,pop,dance pop,Marshall Marshall
Mor Bhabonare (Duet),bn,Rabindra Sangeet,Tagore Classic,Saptarshi|SAHANA BAJPEI
Tumi Nirmal Karo Mangal Kare,bn,Devotional,Spiritual,Panna Lal Bhattacharjee
Animals - Radio Edit,en,edm,big room,Martin Garrix
Mayur Aakaash,bn,Bangla Film,Romantic Playback,Bappi Lahiri
Rai Jago Rai Jago Bole,bn,Bangla Folk,Polli Geeti,Amar Pal
Priyotamo Ki Likhi Tomay,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Ami Chaee Chaee Chaee,bn,Bangla Film,Romantic Playback,Sapna Mukherjee
Aha Ki Ananda,bn,Children's Music,Fantasy Film Song,Anup Ghoshal
Tarpar Tar Aar Par Nei,bn,Bangla Film,Melancholy Playback,Hemant Kumar
With Me,en,r&b,neo soul,dvsn
High Hopes,en,pop,post-teen pop,Panic! At The Disco
Ore Baba Dekho Cheye,bn,Children's Music,Comic Song,Anup Ghoshal
Hella Neck,en,rap,hip hop,Carnage
High Pressure Dave,en,pop,electropop,HEALTH
Saat Suron Ki Bandh Payeliya,bn,Bangla Film,Duet Playback,Hemant Kumar|Shakti Thakur
Your Love,en,r&b,neo soul,Tom Misch
Mor Bhabonare (Female),bn,Rabindra Sangeet,Tagore Classic,SAHANA BAJPEI
On Top Of The World,en,latin,latin hip hop,Imagine Dragons
Chole Jete Jete Din,bn,Adhunik Bangla,Melancholic Modern,Lata Mangeshkar
Angur Angur Chokh,bn,Bangla Film,Romantic Playback,Asha Bhosle
Body Parts,en,r&b,neo soul,Raphael Saadiq
This Ain't My Day,en,rap,southern hip hop,Fredro Starr
Barracuda,en,rock,classic rock,Heart
Fuck You,en,edm,pop edm,CeeLo Green
Krishnachura Shon Shon Shon,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Bootie in Your Face - No Rock Drop,en,edm,electro house,Deorro
E Jiban Premeri Ek Patabahar Kabita,bn,Bangla Film,Romantic Playback,Kishore Kumar
Don't Worry Bout Me - Alle Farben Remix,en,pop,dance pop,Zara Larsson
Baba O Khoka,bn,Bangla Film,Romantic Playback,Kishore Kumar
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),en,rap,hip hop,Mustard
Jibane Ki Pabo Na,bn,Bangla Film,Romantic Playback,Manna Dey
Be the One,en,pop,electropop,Dua Lipa
Phulkali Re Phulkali,bn,Bangla Film,Light Romantic,Asha Bhosle|Kishore Kumar
CAPO,en,rap,gangster rap,NLE Choppa
Whyyawannabringmedown,en,rock,hard rock,Aranda
Feeling Lonely,en,pop,indie poptimism,boy pablo
Aay Aay Chhute Aay,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika
Summiteer,en,rock,hard rock,Watch Out Stampede
Calm Down,en,rap,hip hop,G-Eazy
Swapan Jodi Madhur Emon,bn,Bangla Film,Romantic Playback,Manna Dey
Ki Name Deke Bolbo Tomake,bn,,Romantic Modern,Shyamal Mitra
Party Rock Anthem,en,pop,post-teen pop,LMFAO
Die For You,en,rock,hard rock,Red
Kiss You All Over,en,rock,classic rock,Exile
Town Called Malice,en,rock,permanent wave,The Jam
Oi Dustu Chokher Mishti Hasi,bn,Bangla Film,Duet Playback,Sandhya Mukherjee|Hemant Kumar
Moyna Balo Tumi,bn,Bangla Folk,Regional Folk,Asha Bhosle
Na Na Jeo Na,bn,Bangla Film,Melancholy Playback,Manna Dey
Ekta Gaan Likho Amar Janyo,bn,Adhunik Bangla,Romantic Modern,Pratima Banerjee
O Duti Ankhi Jeno,bn,Bangla Film,Romantic Playback,Hemant Kumar
Adore You,en,pop,post-teen pop,Maisie Peters
Sei Raate Raat Chhilo Purnima,bn,Adhunik Bangla,Romantic Modern,Kishore Kumar
Pranbhara Swapna,bn,Bangla Film,Duet Playback,Kishore Kumar|Chandrani Mukherjee
O Bideshi Bandhu,bn,Adhunik Bangla,Urban Modern,Bhupen Hazarika
Nothin' But The Cavi Hit,en,rap,gangster rap,Mack 10
"O,sona Byang",bn,Children's Music,Children's Song,Antara Chwdhury
O Amar Pran Sajani (Champabothi Kanya),bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Amio Pather Mato,bn,Bangla Film,Romantic Playback,Hemant Kumar
Candy Rain,en,r&b,new jack swing,Soul For Real
Amar Hriday Tomar Aapan Haater Dole (Duet),bn,Rabindra Sangeet,Tagore Classic,Arundhati Holme Chowdhury|Santu Mukherjee
O Amar Sajani Go,bn,Bangla Film,Duet Playback,Kishore Kumar|Lata Mangeshkar
Patek Water,en,rap,gangster rap,Future
Kolkata Kolkata,bn,Bangla Film,City Travel,Bappi Lahiri
Nohi Jantra,bn,Children's Music,Comic Song,Anup Ghoshal
Bandhagharer Andhakare,bn,Adhunik Bangla,Philosophical Modern,Asha Bhosle|Kishore Kumar
We Are Never Ever Getting Back Together,en,pop,post-teen pop,Taylor Swift
High Rises,en,rap,hip hop,CHIKA
Rattle Your Cage,en,rock,classic rock,Skrizzly Adams
The Boys Are Back In Town,en,rock,hard rock,Thin Lizzy
Oi Mahasindhur Opar Theke,bn,Bangla Film,Romantic Playback,Manna Dey
Aamar Bhalobasar Rajprasade,bn,Adhunik Bangla,Romantic Modern,Manna Dey
Dang! (feat. Anderson .Paak),en,r&b,neo soul,Mac Miller
Ekbar Bidaay De Ma,bn,,Spiritual,Lata Mangeshkar
Hai Re Poda Banshi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
The Pressure,en,rock,album rock,The Cranberries
Sandhya Belay Tumi Ami,bn,Adhunik Bangla,Romantic Modern,Asha Bhosle
Onek Khujechi Khuje Payine,bn,Bangla Film,Romantic Playback,Mohammad Aziz
Tuesday (feat. Drake),en,edm,pop edm,ILOVEMAKONNEN
Make Me Wanna Die,en,rock,hard rock,The Pretty Reckless
Badhu Kon Alo (Part 1),bn,Rabindra Sangeet,Tagore Nature,Arundhati Holme Chowdhury
Beat Of My Drum,en,pop,indie poptimism,POWERS
Sometimes I Wonder,en,r&b,neo soul,Darius Rucker
Do Me Right,en,r&b,new jack swing,Guy
Olir Katha Shune Bakul Hase,bn,Bangla Film,Romantic Playback,Hemant Kumar
Ether,en,rap,gangster rap,Nas
Rise (feat. Skylar Grey),en,pop,electropop,David Guetta
Sometimes When We Touch,en,rock,album rock,Dan Hill
In Love With You,en,r&b,neo soul,Erykah Badu
Milkshake,en,rap,southern hip hop,Kelis
Animals,en,edm,big room,Martin Garrix
Na Na Emon Korey,bn,Bangla Film,Romantic Playback,Asha Bhosle
E Ki Chanchalata Jage,bn,Bangla Film,Romantic Playback,Hemant Kumar
Cameras,en,pop,indie poptimism,Matt and Kim
Glory Days,en,rock,hard rock,Bruce Springsteen
Tomar Oi Dhupchhaya Rang,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra
Banshi Keno Hai,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Kalyankarini Saptanadi Bhagini,bn,Rabindra Sangeet,Tagore Classic,Chandrabali Rudra Dutta
Futsal Shuffle 2020,en,rap,hip hop,Lil Uzi Vert
Kar Manjir Baje Rini,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra
You Make My Dreams - Remastered,en,pop,post-teen pop,Daryl Hall & John Oates
Limitless - Radio Mix,en,edm,progressive electro house,BURNS
Slow Ride,en,rock,classic rock,Foghat
Ei Brishtite Bhije Mati,bn,Bangla Folk,Regional Folk,Manna Dey|Lata Mangeshkar
Nayan Chherey Geley,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Mukhe Bolleye Prem Hoye Na,bn,Bangla Film,Romantic Playback,Alka Yagnik
Somebody That I Used To Know - 4FRNT Remix,en,edm,pop edm,Gotye
Sittin' Sidewayz (feat. Big Pokey),en,rap,hip hop,Paul Wall
Trouble,en,pop,indie poptimism,Cage The Elephant
Backseat,en,r&b,urban contemporary,Ari Lennox
Holy,en,r&b,neo soul,Jamila Woods
Tomader Aasare Aaj,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Losing U (feat. Daylight) - Radio Edit,en,pop,indie poptimism,Klingande
Milan Hobe Katodine,bn,Bangla Folk,Lalon,Farida Parveen
Amar Swapna Je Satyi,bn,Bangla Film,Romantic Retro,Kishore Kumar|Lata Mangeshkar
Drops of Jupiter,en,rock,permanent wave,Train
Dinguli Mor Sonar Khanchay Roilo Na,bn,Adhunik Bangla,Romantic Modern,Dwijen Mukherjee
You Really Got Me,en,rock,classic rock,Van Halen
Ei Sundar Swarnali Sandhaye,bn,Bangla Film,Romantic Playback,Geeta Dutt
It's Alright,en,r&b,new jack swing,Jodeci
Heroes (we could be),en,pop,dance pop,Alesso
Heaven,en,edm,electro house,The Blaze
Karma Chameleon,en,pop,electropop,Culture Club
Jani Nai Go Sadhan,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas|Others
Ekhono Sarengita Bajchhe,bn,Adhunik Bangla,Romantic Modern,Haimanti Shukla
Lullaby - Calvo Remix,en,edm,electro house,Sigala
Jani Jani Tumi Esechho E Pathe,bn,Adhunik Bangla,Romantic Modern,Sudeshna Chatterjee
Prem Kise Hoy,bn,Bangla Film,Romantic Playback,Asha Bhosle
Self Control,en,r&b,neo soul,Frank Ocean
Aar Ki Tomay Chharchhi,bn,Adhunik Bangla,Romantic Modern,Asha Bhosle|R. D. Burman
Katha Hoyechhilo,bn,Bangla Film,Romantic Playback,Asha Bhosle
Bulbul Pakhi Maiana,bn,Children's Music,Children's Rhyme,Antara Chwdhury
Who Needs Love,en,rap,trap,Trippie Redd
Break Your Heart,en,edm,pop edm,Taio Cruz
Mone Porle,bn,Adhunik Bangla,Romantic Modern,Arijit Singh
Can't You See,en,rock,album rock,The Marshall Tucker Band
Voices In My Head,en,edm,big room,NIVIRO
The Flute Song,en,rap,hip hop,Russ
Unknown (To You),en,r&b,urban contemporary,Jacob Banks
Tomaro Ashimey,bn,Rabindra Sangeet,Tagore Devotional,Debabrata Biswas
Bad - 2012 Remaster,en,rock,classic rock,Michael Jackson
Tora Je Ja Bolish,bn,Rabindra Sangeet,Tagore Playful,Debabrata Biswas
Confessions Part II - Confessions Special Edition Version,en,r&b,hip pop,Usher
Tumi Aamar Asha,bn,Bangla Film,Romantic Playback,Kishore Kumar
Message In A Bottle - Remastered 2003,en,rock,classic rock,The Police
Money For Nothing,en,rock,classic rock,Dire Straits
Mangaldeep Jwele (Part 1),bn,Devotional,Puja Spiritual,Lata Mangeshkar|Others
Joriye Dhorechhi Jare,bn,,Romantic Playback,Kishore Kumar
Feel,en,pop,indie poptimism,Victors
Puttin' On The Ritz - Disco Mix Radio Edit,en,edm,electro house,Taco
Na Na Na Aaj Raate Aar,bn,Bangla Film,Playful Romantic,Manna Dey
Putul Putul,bn,Children's Music,Children's Song,Antara Chwdhury
Is This It,en,rock,permanent wave,The Strokes
Alarm,en,edm,progressive electro house,Olly James
Speechless (feat. Erika Sirola) - MOTi Remix,en,pop,dance pop,Robin Schulz
Ei Je Nadi Jay Sagare,bn,Bangla Film,Romantic Playback,Kishore Kumar
Ki Gabo Ami Ki Shunabo,bn,Bangla Film,Romantic Playback,Aarti Mukherji
747,en,r&b,hip pop,Bill Callahan
Killing In The Name,en,rock,permanent wave,Rage Against The Machine
I Just Want You,en,r&b,neo soul,Caleb Hawley
Naam Amar Kishore Kumar Ganguly,bn,Adhunik Bangla,Tribute Song,Kishore Kumar
I Don't Fuck With You,en,pop,post-teen pop,Big Sean
Mone Pore Ruby Roy,bn,Adhunik Bangla,Urban Nostalgia,R. D. Burman
Dekhore Nayan Melay,bn,Bangla Folk,Folk Ballad,Anup Ghoshal
Blue Ocean Floor,en,r&b,urban contemporary,Justin Timberlake
Mork,en,edm,electro house,The Bloody Beetroots
Dekte Dekte Din Chole,bn,Bangla Film,Romantic Playback,Mahendra Kapoor
Rock Wit U (Awww Baby),en,r&b,hip pop,Ashanti
I Feel It Coming,en,pop,post-teen pop,The Weeknd
My Homeboy's Girlfriend,en,rap,southern hip hop,8Ball
Jay Din Emni Jodi,bn,,Romantic Playback,Hemant Kumar
Make tha Trap Say Aye (feat. Gucci Mane),en,rap,southern hip hop,OJ Da Juiceman
WORKIN ME,en,latin,latin pop,Quavo
Bujhbe Na Keu Bujhbe Na,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Prem Baro Madhur,bn,Adhunik Bangla,Romantic Modern,Kishore Kumar
O Montrimoshai,bn,Children's Music,Comic Song,Rabi Ghosh|Anup Ghoshal
Ei Chhande Chhande Bhara,bn,Bangla Film,Duet Playback,Sandhya Mukherjee|Hemant Kumar
SOS,en,r&b,neo soul,McClenney
Back To You - From 13 Reasons Why – Season 2 Soundtrack,en,pop,indie poptimism,Selena Gomez
Cake By The Ocean,en,latin,latin hip hop,DNCE
Keno Kichhu Katha Balo Na,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Jete Jete Pathe Holo,bn,Bangla Film,Romantic Playback,R. D. Burman
Sukno Patar Nupur Paye,bn,Nazrul Geeti,Nazrul Romantic,Feroza Begum
Ei To Bhalo Legechhilo - Hemanta Mukherjee,bn,Bangla Film,Romantic Playback,Hemant Kumar
I'm Blessed,en,r&b,urban contemporary,Charlie Wilson
Neon,en,pop,indie poptimism,Frida Sundemo
Jailhouse Rock,en,rock,classic rock,Elvis Presley
Ke Jabi Aay,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Ore Mon Pakhi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Bhalobeshe Dekei Dekho Na,bn,Bangla Film,Romantic Playback,Asha Bhosle
CAN YOU HEAR ME NOW?,en,rock,permanent wave,Bishop Briggs
Gullah Gullah Island,en,r&b,urban contemporary,Dear Silas
Saraswati,bn,,Romantic Modern,Atanu Sanyal
Radar Love,en,rock,album rock,Golden Earring
Do Me Right,en,r&b,new jack swing,Guy
Sajani Go Premer Katha,bn,Bangla Film,Romantic Playback,R. D. Burman
Prano Bhariye Trisha Hariye,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Society,en,rock,permanent wave,Eddie Vedder
My Body,en,pop,indie poptimism,Young the Giant
Picture Perfect,en,pop,post-teen pop,Man Overboard
Opposites Attract,en,r&b,new jack swing,Paula Abdul
Intoxicated - Radio Edit,en,pop,electropop,Martin Solveig
Ma Tui Amay Daya Korbi Ki Na Bal,bn,Devotional,Spiritual,Manna Dey
Another Day,en,rock,album rock,Jamie Lidell
Manush Manusher Jannya,bn,Bangla Patriotic,Humanist Song,Bhupen Hazarika
Ektuku Chhonwa Lage,bn,Bangla Film,Romantic Playback,Kishore Kumar
Express Yourself,en,r&b,urban contemporary,Charles Wright & The Watts 103rd Street Rhythm Band
Shiter Shishir Bheja Raat,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika
Round and Round,en,rock,classic rock,Ratt
Chand Aar Shurjo,bn,Bangla Film,Romantic Playback,Alka Yagnik
Chanchal Mon Anmona Hoy,bn,Bangla Film,Duet Playback,Lata Mangeshkar|Hemant Kumar
Dive (feat. Cosmos & Creature) (feat. Cosmos & Creature),en,edm,pop edm,Attom
Travelin' Band,en,rock,classic rock,Creedence Clearwater Revival
Be Like You,en,latin,tropical,CVBZ
Same Old Song,en,r&b,urban contemporary,The Weeknd
Bharaa Thaak Smritisudhaay,bn,Rabindra Sangeet,Tagore Nostalgia,Debabrata Biswas
Nagor Amar Kancha Peerit,bn,Bangla Film,Duet Playback,Asha Bhosle|Shailender Singh
2000 Rounds,en,rap,gangster rap,Pouya
Ek Din Aaro Gelo,bn,Bangla Film,Romantic Playback,Kishore Kumar
Khonpar Ei Golap Diye,bn,Adhunik Bangla,Romantic Modern,Sivaji Chatterjee
Mon Mor Megher Sangi,bn,Bangla Film,Romantic Playback,Hemant Kumar
Esse Chhile Tobu,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Golemale Gole Male Pirit Koiro Na,bn,Bangla Folk,Baul,Purna Das Baul
Lost,en,edm,progressive electro house,Gareth Emery
Ami Gun Kormu Ekjonare,bn,Devotional,Bhajan,Anuradha Paudwal
Limelight,en,rock,classic rock,Rush
Hardwired,en,rock,hard rock,Metallica
Tonight,en,edm,progressive electro house,MOTi
Iskabaner Deshe,bn,Children's Music,Comic Song,Antara Chwdhury
Chokhe Chokh Rekhe - Kishore Kumar,bn,Bangla Film,Romantic Playback,Kishore Kumar
Katha Kichhu Kichhu Bujhe Nite Hoy,bn,,Duet Playback,Shyamal Mitra|Aarti Mukherji
I'm Your Baby Tonight,en,r&b,new jack swing,Whitney Houston
Eto Kachhe Dujane,bn,Bangla Film,Romantic Playback,Kishore Kumar
Come To Life,en,pop,dance pop,Neon Feather
Pherano Jabe Na Aar,bn,Bangla Film,Romantic Playback,Hemant Kumar
Purano Sei Diner,bn,Rabindra Sangeet,Tagore Nostalgia,Debabrata Biswas
Bhoy Dekhas Na (The Agnee Version),bn,Adhunik Bangla,Romantic Modern,Mohan Kannan
Namo Mata Saraswati,bn,Bangla Film,Duet Playback,Sandhya Mukherjee|Tarun Banerjee|Aarti Mukherji
Cigarette Naho Tumi Swet-Pari,bn,Bangla Film,Romantic Playback,Kishore Kumar
Nadir Paare Uthchhe Dhonya,bn,Bangla Film,Romantic Playback,R. D. Burman
Have You Ever,en,r&b,new jack swing,Brandy
Band of Gypsies - Edit,en,latin,latin hip hop,Cypress Hill
Cot Damn (feat. Ab-Liva & Rosco P. Coldchain),en,rap,southern hip hop,Clipse
Aamar Eche Korche Bhalo,bn,Bangla Film,Duet Playback,Bappi Lahiri|Asha Bhosle
Taare Bole Diyo,bn,Bangla Film,Romantic Playback,Hemant Kumar
In The Middle,en,pop,indie poptimism,dodie
Hey Jealousy,en,rock,permanent wave,Gin Blossoms
Bhuter Raja Dilo Bor,bn,Children's Music,Fantasy Film Song,Anup Ghoshal|Rabi Ghosh
Wicked,en,pop,indie poptimism,GRiZ
Ek Je Chhilo Raja,bn,Children's Music,Story Song,Anup Ghoshal|Rabi Ghosh
Music,en,r&b,neo soul,Leela James
Ki Hobe Aar Purono Diner Katha,bn,,Romantic Playback,R. D. Burman
Issues/Hold On,en,r&b,urban contemporary,Teyana Taylor
Breakaway,en,pop,post-teen pop,Kelly Clarkson
Aadho Aalo Chhayte,bn,Bangla Film,Duet Playback,Kishore Kumar|Asha Bhosle
Nadir Paare Uthchhe Dhonya,bn,Bangla Film,Romantic Playback,R. D. Burman
