track_name,language,playlist_genre,playlist_subgenre,track_artist,kmeans_cluster,agg_cluster,dbscan_cluster,umap_1,umap_2
Ki Ashai Bandhi Khelaghar,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,7.116967,6.344906
Chand Aar Shurjo,bn,Bangla Film,Romantic Playback,Alka Yagnik,1,0,0,4.3188763,10.0837
Jana Ajana Pathey Cholechhi,bn,Bangla Film,Duet Playback,Kishore Kumar|Asha Bhosle,1,0,0,1.6852382,7.2650404
Aay Aay Chhute Aay,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika,0,1,0,7.0207705,7.3991694
Oi Mahasindhur Opar Theke,bn,Bangla Film,Romantic Playback,Manna Dey,0,1,0,6.9705267,8.352489
Ei Chhande Chhande Bhara,bn,Bangla Film,Duet Playback,Sandhya Mukherjee|Hemant Kumar,0,1,0,6.642901,7.02251
Dinguli Mor,bn,Rabindra Sangeet,Tagore Nostalgia,Debabrata Biswas,1,0,0,1.3427355,6.2503715
Hridayer Gaan Shikhe To Gaay Go Sabai,bn,Adhunik Bangla,Philosophical Modern,Manna Dey,0,1,0,8.525164,7.766834
Mone Pore Ruby Roy,bn,Adhunik Bangla,Urban Nostalgia,R. D. Burman,1,0,0,1.7392403,8.034524
Tumi Jodi Thaktey,bn,Bangla Film,Romantic Playback,Kumar Sanu,1,1,0,3.8033326,9.153582
Mor Bhabonare (Duet),bn,Rabindra Sangeet,Tagore Classic,Saptarshi|SAHANA BAJPEI,0,0,0,4.7456746,9.088568
Namo Mata Saraswati,bn,Bangla Film,Duet Playback,Sandhya Mukherjee|Tarun Banerjee|Aarti Mukherji,1,0,0,1.6275119,10.327204
O Prajapati Prajapati,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,1,0,8.693415,8.068139
Sagar Sangame,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika,0,1,0,7.901351,6.894938
Katha Dao Aabar Asbe,bn,Bangla Film,Romantic Playback,Manna Dey,0,1,0,7.4261165,7.7220182
Tomake Lagche Bhari Chena,bn,Bangla Film,Duet Playback,Bappi Lahiri|Alka Yagnik,1,0,0,2.581314,9.82164
Esho Go Jweley,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,0,1,0,5.5709643,8.115339
Amar Sakal Raser Dhara,bn,Bangla Film,Duet Playback,Hemant Kumar|Aarti Mukherji,1,0,0,2.5470166,9.1536875
"Ore Bondhure, Ore Sathi Re",bn,Bangla Film,Romantic Playback,Kishore Kumar,0,0,0,5.3196955,8.140571
Na Bole Esechhi,bn,Bangla Film,Romantic Playback,Aarti Mukherji,0,0,0,4.7889614,9.861632
Ja Ja Ja Bhule Ja,bn,Bangla Film,Melancholy Playback,Lata Mangeshkar,0,1,0,4.364913,9.415402
Keno Je Kandao Bare Bare,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,4.197055,9.916696
E Ki Chanchalata Jage,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,7.883463,7.5218244
Moner Janala Dhore Unki Diye,bn,Bangla Film,Romantic Playback,Hemant Kumar,1,0,0,3.867729,8.441812
Ogo Moner Duyare Danriye Theko Na,bn,Bangla Film,Romantic Playback,Aarti Mukherji,0,1,0,7.3606167,6.4161696
Kichhu To Chahini Ami,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,1.6635619,8.940758
Ektu Baso Chole Jeo Na,bn,Bangla Film,Melancholy Playback,Asha Bhosle,1,0,0,3.4363477,11.442879
Akash Keno Daake,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,2.663245,6.5199327
Aakash Bhara,bn,Rabindra Sangeet,Tagore Nature,Debabrata Biswas,1,0,0,2.0679576,8.365527
Dhoronako Shantrimoshai,bn,Children's Music,Comic Song,Anup Ghoshal,0,1,0,8.722058,8.283661
Aaj Jiban Khunje Pabi,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika,0,1,0,5.66923,8.2928295
Bhoy Dekhas Na (The Agnee Version),bn,Adhunik Bangla,Romantic Modern,Mohan Kannan,1,0,0,1.440141,9.325905
Ami Sahebo Noi Golamo Noi,bn,Bangla Film,Melancholy Playback,Hemant Kumar,0,1,0,6.521546,9.720651
Hayre Pora Banshi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,-1,1.2310036,9.86407
Tomader Aasare Aaj,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,1.1540732,6.8137507
Amar Mon Manne Na,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,7.6314154,9.229527
Gun Gun Kare Mon,bn,Bangla Film,Duet Playback,Amit Kumar|Asha Bhosle,1,0,0,1.513846,10.051694
Phule Gandha Nei,bn,Bangla Film,Melancholy Playback,Asha Bhosle,0,1,0,5.4304533,8.978744
Katha Hoyechhilo,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,2.6957483,8.189367
Ami Dukkhake Sukh Bhebe,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,8.230497,9.1425495
E Monihar Amay,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,1,0,0,1.8395008,8.991349
Ek Din Aaro Gelo,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,7.3415933,9.586066
Na Ekhoni Noy Jabe,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,5.109939,11.062608
Tomar Akash Duti Chokhe,bn,Adhunik Bangla,Romantic Modern,Nirmal Mishra,0,1,0,7.545763,6.6224785
Aar Bilamba Noy,bn,Children's Music,Comic Song,Anup Ghoshal,0,1,0,8.619269,7.392516
Tumi Ele Anek Diner Pare,bn,Bangla Film,Romantic Playback,Hemant Kumar,1,0,0,3.0518115,8.6461315
Kajol Kajol Chokhe,bn,Bangla Film,Duet Playback,Geeta Dutt|Hemant Kumar,1,0,0,1.197997,6.174197
Tomaar Holo Shuru (db),bn,Rabindra Sangeet,Tagore Nostalgia,Debabrata Biswas,1,0,0,1.8233012,8.92345
Phul Phute Jhore Jaay,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,4.012507,10.756209
Ele Na Tumi Je,bn,Bangla Film,Romantic Playback,R. D. Burman,0,1,0,7.7561855,10.192116
Khelbo Holi Rang Debo Na,bn,Bangla Film,Duet Playback,Asha Bhosle|Kavita Krishnamurthy,0,1,0,7.223218,9.341353
Sajani Go Premer Katha,bn,Bangla Film,Romantic Playback,R. D. Burman,0,1,0,8.724885,7.737491
Ek Din Pakhi Ure Jabe,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,3.7526557,10.862291
Ek Tanete Jemon Temon,bn,Bangla Folk,Folk-inspired Light,Kishore Kumar|Swapan Chakraborty,1,0,0,1.6796418,10.3821945
Ek Din Pakhi Ure Jabe,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,8.452528,9.101977
Emon Madhur Sandhyay,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,5.1196394,11.419126
Aamar Bhalobasar Rajprasade,bn,Adhunik Bangla,Romantic Modern,Manna Dey,1,0,0,4.0122957,7.710982
Naari Charitra Bejaay Jatil,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,8.725921,7.726279
Bhalobeshe Dekei Dekho Na,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,3.8769011,8.426418
Gaane Bhuban Bhoriye Debe,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra,0,1,0,7.0798316,10.1387615
Ei Korechho Bhalo,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,8.571832,8.900638
Baro Asha Kore Esechhi Go,bn,Rabindra Sangeet,Tagore Classic,Arundhati Holme Chowdhury|Hemant Kumar,0,1,0,6.936177,9.475759
Ore Batas Phulshakhate,bn,Bangla Film,Duet Playback,Sandhya Mukherjee|Hemant Kumar,1,0,0,2.4866016,8.417444
Kine De Reshmi Churi,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,8.380936,9.067155
Moner Naam Madhumati,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,7.348834,9.586027
Nadir Paare Uthchhe Dhonya,bn,Bangla Film,Romantic Playback,R. D. Burman,1,0,0,2.6459353,7.734174
Bristi Bristi Bristi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,2.5453985,8.252187
Guru Bine Bondhu Naai Re Aar,bn,Bangla Folk,Regional Folk,Amar Pal,0,1,0,4.2713675,9.267534
Cigarette Naho Tumi Swet-Pari,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,6.910374,9.952913
Charon Dhorite Diyo Go (Female),bn,Rabindra Sangeet,Tagore Classic,Arundhati Holme Chowdhury,0,1,0,5.1432676,9.48831
Ke Jabi Aay,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,1,0,7.422844,9.447905
Ebar Ami Amar Theke,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,1.5054137,9.166011
Tumi Aamar Asha,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,-1,1.3701698,10.92443
Chokhe Naame Brishti,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,3.3451204,6.480936
Ami Premer Pather Pathik,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,2.1942484,6.595431
Tarpar Tar Aar Par Nei,bn,Bangla Film,Melancholy Playback,Hemant Kumar,0,1,0,5.1017237,9.259473
Aay Khuku Aay (Keta Na Somay),bn,Bangla Film,Duet Playback,Hemant Kumar|Sravanti Mazumder,0,1,0,6.5456977,10.524164
Ektuku Chhonwa Lage,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,7.5979824,5.6998405
Danriye Achho Tumi Amar Gaaner O Paare,bn,Bangla Film,Romantic Playback,Sandhya Mukherjee,1,0,0,2.9156313,8.736193
Moyna Balo Tumi,bn,Bangla Folk,Regional Folk,Asha Bhosle,1,0,0,3.8303525,10.718274
Keu Jane Na Tumi Je Amar,bn,Bangla Film,Romantic Playback,R. D. Burman,0,1,0,4.6756434,11.338427
Du Chokhe Brishti,bn,Bangla Film,Romantic Playback,Alka Yagnik,1,0,0,2.9756224,10.124895
Emon Ekta Jhinuk Khunje,bn,Adhunik Bangla,Romantic Modern,Nirmal Mishra,0,1,0,6.5045414,8.430576
Thuilam Re Mon Padmapatay,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,0,0,4.9122972,7.085811
Jana Gana Mana - Military Band,bn,Adhunik Bangla,Romantic Modern,Normon Richardazz|Harbert Murril,0,1,0,8.536148,7.7681417
Bone Noy Mone Mor,bn,Adhunik Bangla,Romantic Modern,Manabendra Mukherjee,1,0,0,3.1438715,8.345235
Dake Loke Amake Clown,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,7.821212,10.211551
Kolahal To Baron Holo,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,1,0,0,2.9199898,7.420252
"Aar Nai Re Bela, Namlo Chhaya",bn,Rabindra Sangeet,Tagore Classic,Sumitra Sen,0,0,0,4.4314847,7.6435328
Ami Cholte Cholte Theme Gechhi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,1,0,4.2911277,9.756511
Swapan Jodi Madhur Emon,bn,Bangla Film,Romantic Playback,Manna Dey,0,1,0,5.8776503,6.555946
Madhumas Jay,bn,Bangla Film,Romantic Playback,R. D. Burman,0,1,0,6.8135533,8.467317
Shamla Gaanyer Kajla Meye,bn,Bangla Film,Duet Playback,Hemant Kumar|Aarti Mukherji,0,0,0,4.567325,6.707634
Dil Dariyar Majhete,bn,Bangla Folk,Baul,Purna Das Baul,0,1,0,7.2884784,9.037332
Ami Chaee Chaee Chaee,bn,Bangla Film,Romantic Playback,Sapna Mukherjee,0,1,0,4.708593,10.559471
Tari:- (Ebar Tor Mora Gange and Samal Samal Samal),bn,Bangla Folk,Regional Folk,Dohar,1,0,0,3.811324,11.282776
Madhobi Modhupey Holo Mitali,bn,Bangla Film,Romantic Playback,Aarti Mukherji,1,0,0,1.1162646,6.881175
Ki Je Kori Dure Jete Hay,bn,Bangla Film,Melancholy Playback,Lata Mangeshkar,1,0,0,3.8089316,6.760345
Ami Je Jalsaghare,bn,Bangla Film,Romantic Playback,Manna Dey,0,1,0,7.7522697,9.72453
Mon Bolchhe,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,8.496566,8.404083
Amar Balar Kichhu Chhilo Na,bn,Adhunik Bangla,Romantic Modern,Haimanti Shukla,0,0,0,4.5387173,7.4555693
Chaaridike Paaper Andhar (Manush Janam Diye Bidhi),bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,3.1198707,9.3505
Ami Je Ke Tomar,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,3.4642358,7.3361287
Shaon Raate Jodi,bn,Bangla Film,Romantic Playback,Manna Dey,0,1,0,6.6721272,10.05984
Rui Katla Ilish To Noy,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,1.2355255,6.811992
Hay Re Kala Eki Jwala,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,2.74983,9.702274
Mukhe Bolleye Prem Hoye Na,bn,Bangla Film,Romantic Playback,Alka Yagnik,1,0,0,3.4849212,11.579228
Chakrita Ami Peyegechi Bela 2441139,bn,Adhunik Bangla,Romantic Modern,Anjan Dutt,1,0,0,4.254475,10.113218
O Amar Pran Sajani (Champabothi Kanya),bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,2.6553392,7.998445
Jodi Bhabo Bhalobeshe,bn,Bangla Film,Romantic Playback,Alka Yagnik,1,0,0,3.6817162,11.458061
Andhakarer Ei Raater Sheshe,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,6.925172,10.842336
Amar Raat Pohaalo (d B),bn,Rabindra Sangeet,Tagore Nature,Debabrata Biswas,0,1,0,4.395985,9.258634
Bangla:- (Ami Bangla Mayer Chhele and Amar Sonar Bangla),bn,Bangla Folk,Regional Folk,Dohar,1,0,-1,1.3468581,10.99693
Sukno Patar Nupur Paye,bn,Nazrul Geeti,Nazrul Romantic,Feroza Begum,0,1,0,5.5669365,8.071719
Jodi Kagoje Lekho Naam,bn,Bangla Film,Romantic Playback,Manna Dey,0,0,0,5.109782,6.664358
Na Chahile Jare Paoya Jaay - Manna Dey,bn,Bangla Film,Romantic Playback,Manna Dey,1,0,0,3.3077936,6.4727826
Jhilik Jhilik Jhinuk,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,2.8375967,6.498723
Purano Sei Diner Kotha,bn,Bangla Film,Romantic Playback,Hemant Kumar,1,0,0,1.8172221,8.34149
O Tota Pakhi Re,bn,Adhunik Bangla,Romantic Modern,Nirmal Mishra,0,0,0,5.799345,6.4088664
She Keno Amay,bn,Adhunik Bangla,Romantic Modern,Pankaj Udhas,1,0,0,2.004882,6.436088
Jeevanamaraner,bn,Rabindra Sangeet,Tagore Devotional,Debabrata Biswas,1,0,0,3.8232815,10.804801
Eureka Eureka,bn,Bangla Film,Duet Playback,Kishore Kumar|Ranu Mukherjee|Chorus,1,0,0,1.3395007,6.811449
Chhinnapatar Sajai Taranee,bn,Rabindra Sangeet,Tagore Classic,Sumitra Sen,1,0,0,3.1556964,6.5061984
Amar Chetana Chaitanya Kore,bn,Devotional,Spiritual,Panna Lal Bhattacharjee,1,0,0,2.103291,6.588266
Amar Hriday Tomar Aapan Haater Dole (Duet),bn,Rabindra Sangeet,Tagore Classic,Arundhati Holme Chowdhury|Santu Mukherjee,0,0,0,3.8421793,6.909401
Ek Din Aaro Gelo,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,1.0548098,6.836048
Madhumas Jay,bn,Bangla Film,Romantic Playback,R. D. Burman,1,0,0,3.293073,9.203546
Hotam Jodi Tota Pakhi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,1,0,5.512707,9.171135
Aadho Aalo Chhayte,bn,Bangla Film,Duet Playback,Kishore Kumar|Asha Bhosle,1,0,0,1.4948881,10.437788
Ami Tomar Majhe Pelam Khunje,bn,Bangla Film,Romantic Playback,Hemant Kumar,1,0,0,2.7776735,7.1704154
Ore Mon-Mayana,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,1,0,6.3928227,8.328139
Machher Kanta Khonpar Kanta,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,0,0,3.7872717,6.750665
Bhalobese Sakhi Nibhrite Jatane,bn,Rabindra Sangeet,Tagore Nature,Chinmoy Chatterjee,0,1,0,5.419158,9.200648
Nahin Surya Nahin Jyoti,bn,Devotional,Bhajan,Anup Jalota,1,0,0,2.587186,7.8185267
Ek Baishakhe Dekha Holo Dujanay,bn,Bangla Film,Romantic Playback,Aarti Mukherji,1,0,0,3.4750314,10.003919
Ei Sundar Raatri,bn,Bangla Film,Romantic Playback,Sandhya Mukherjee,0,0,0,5.081679,6.625336
O Montrimoshai,bn,Children's Music,Comic Song,Rabi Ghosh|Anup Ghoshal,1,0,0,4.3869414,7.736625
Iskabaner Deshe,bn,Children's Music,Comic Song,Antara Chwdhury,1,0,0,4.3863673,7.8300214
Gun Gun Gun Kunje Amar,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,6.6959124,8.869151
Golemale Gole Male Pirit Koiro Na,bn,Bangla Folk,Baul,Purna Das Baul,0,1,0,7.2845836,8.262489
Tomaro Ashimey,bn,Rabindra Sangeet,Tagore Devotional,Debabrata Biswas,1,0,0,2.4436436,8.325249
Amar Moner Ei Mayurmahale,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,2.854177,9.533633
Ami Je Ke Tomar,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,3.6028924,7.818154
Tomate Amate Dekha Hoyechhilo,bn,Bangla Film,Romantic Playback,R. D. Burman,1,0,0,4.567949,8.219114
Raat Je Madhumati,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,7.8361726,6.4668293
Ei Brishtite Bhije Mati,bn,Bangla Folk,Regional Folk,Manna Dey|Lata Mangeshkar,1,0,0,2.9435353,10.010697
Ke Pratham Kachhe Esechhi,bn,Bangla Film,Duet Playback,Lata Mangeshkar|Manna Dey,1,0,0,2.3318965,6.5387487
Pherano Jabe Na Aar,bn,Bangla Film,Romantic Playback,Hemant Kumar,1,0,0,1.1159707,6.916104
Chanchal Moyuri E Raat,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,3.100022,8.907159
Ei To Bhalo Legechhilo - Hemanta Mukherjee,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,7.4486628,7.3179436
Eso Pranbharan,bn,Rabindra Sangeet,Tagore Classic,Arundhati Holme Chowdhury|Bitu Samajpati,0,1,0,7.533031,7.1702046
Ami Aaj Bhebechhi Mone,bn,Bangla Film,Romantic Playback,Hemant Kumar,1,0,0,3.5997317,7.912778
Baro Eka Laage,bn,Bangla Film,Melancholy Playback,Manna Dey,0,1,0,6.993023,8.557462
Nohi Jantra,bn,Children's Music,Comic Song,Anup Ghoshal,1,0,0,4.7057605,9.201229
Pranbhara Swapna,bn,Bangla Film,Duet Playback,Kishore Kumar|Chandrani Mukherjee,0,1,0,7.7571025,9.821547
Sabar Aarale,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,2.0448434,9.560205
Tapur Tupur Sara Dupur,bn,Bangla Film,Romantic Playback,Aarti Mukherji,0,1,0,7.123808,6.5184083
Amay Bolo Na Gahite,bn,Rabindra Sangeet,Tagore Classic,Suchitra Mitra,1,0,0,3.0705981,10.068963
Ore Sujan Naiya,bn,Bangla Film,Romantic Playback,R. D. Burman,0,1,-1,7.9194036,6.8699627
Aami Dasyir Sathey Kori Dosti,bn,Bangla Film,Romantic Playback,Manna Dey,1,0,0,2.8418717,9.470062
Na Na Emon Korey,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,7.9734282,6.9440203
Katha Hoyechhilo,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,2.0861425,6.7936826
Pathey Chhile Jetey,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,1,1,0,4.202127,9.057128
Jakhan Porbe Na Mor Payer Chinha,bn,Bangla Film,Romantic Playback,Hemant Kumar,1,0,0,3.118706,9.029922
Kana Machhi Bhon Bhon,bn,Children's Music,Comic Song,Antara Chwdhury|Sabita Chowdhury,0,1,0,5.215859,8.099448
Dui Naukaye Diya Pa,bn,Bangla Film,Romantic Playback,Alka Yagnik,0,1,0,5.32281,9.352695
Shiter Shishir Bheja Raat,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika,0,0,0,4.7661333,9.407466
Mon Tomar Ei Bhram Gelo Na,bn,Devotional,Spiritual,Panna Lal Bhattacharjee,0,0,0,5.1804433,6.540129
Ami Tomar Preme Habo Sabar,bn,Rabindra Sangeet,Tagore Romantic,Sagar Sen,0,1,0,8.534795,8.724066
Mahabiswey Mahabiswey,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,0,0,0,4.9071765,6.6309543
Priyotamo Ki Likhi Tomay,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,1,0,7.6991916,9.325429
O Bideshi Bandhu,bn,Adhunik Bangla,Urban Modern,Bhupen Hazarika,1,0,0,4.5639296,9.3894825
Nayan Chherey Geley,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,0,1,0,6.4381933,7.048974
Aaro Katodin Ami Khunjechhi Tomake,bn,Bangla Film,Romantic Playback,Aarti Mukherji,0,1,0,6.839088,10.03642
Kalyankarini Saptanadi Bhagini,bn,Rabindra Sangeet,Tagore Classic,Chandrabali Rudra Dutta,0,1,0,6.1156254,11.234624
Shono Go Dakhin Hawa,bn,Adhunik Bangla,Romantic Modern,S. D. Burman,1,0,0,3.2765906,10.012732
Prem Kise Hoy,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,1.877447,8.687619
King Of The Ghosts Gives 3 Boons,bn,Children's Music,Fantasy Song,Satyajit Ray,1,0,0,4.464935,7.5938907
Kon Pakhi Dhara Dite Chaaye,bn,Bangla Film,Romantic Playback,Hemant Kumar,1,0,0,2.0074487,9.048446
Bharaa Thaak Smritisudhaay,bn,Rabindra Sangeet,Tagore Nostalgia,Debabrata Biswas,0,1,0,8.121813,6.8510756
Naam Rekhechhi Bonolata,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra,1,0,0,3.750894,8.068546
Ami Apon Koriya Chahini,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,5.489406,11.409368
"Barne, Gandhe, Chhande, Gitite",bn,Adhunik Bangla,Romantic Modern,S. D. Burman,1,0,0,1.2463503,6.1704545
Hay Go Amar Mon Mane Na,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,0,0,4.8328533,7.352321
Darjeeling Jatra,bn,Children's Music,Travel Comic,R. D. Burman,0,1,0,7.8016987,8.787999
Ja Peyechhi,bn,Bangla Film,Romantic Playback,Amit Kumar,0,1,0,5.3648014,9.076626
Se To Elo Na,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,8.670918,8.360543
Na Na Jeo Na,bn,Bangla Film,Melancholy Playback,Manna Dey,0,1,0,6.322568,7.167478
Pratidhwani Suni,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika,0,1,0,8.540933,8.920559
Ke Jay Amritadhamjatri,bn,Rabindra Sangeet,Tagore Classic,Ritu Guha,0,1,0,6.007339,9.268018
Badal Kalo Ghirlo Go,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,1.8194747,8.203534
Baro Asha Kare,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,3.639479,7.1231565
Onek Khujechi Khuje Payine,bn,Bangla Film,Romantic Playback,Mohammad Aziz,1,0,0,2.9626503,9.640495
Aar Nai Je Deri,bn,Rabindra Sangeet,Tagore Classic,Chinmoy Chatterjee,1,0,0,2.7929602,7.589571
Rai Jago Rai Jago Bole,bn,Bangla Folk,Polli Geeti,Amar Pal,0,1,0,5.2595572,11.227951
"Ogo Kangal, Amare Kangal Karechho",bn,Rabindra Sangeet,Tagore Classic,Ritu Guha,0,1,0,6.952055,10.286729
Eto Kachhe Dujane,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,6.910729,9.365043
Amra Korbo Joy,bn,Bangla Patriotic,Inspirational Anthem,Bhupen Hazarika|Chorus,1,0,0,4.317811,8.048003
E Jiban Premeri Ek Patabahar Kabita,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,7.0133357,10.727434
Megh Aar Kuyashay Hok,bn,Bangla Film,Duet Playback,Kishore Kumar|Aarti Mukherji,0,0,0,5.7072973,6.3746533
Amar Bela Je Jai,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,7.50989,8.70812
Badhu Kon Alo (Part 2),bn,Rabindra Sangeet,Tagore Nature,Arundhati Holme Chowdhury,0,1,0,5.1722775,11.2985
Shudhu Jaoya Aasa,bn,Rabindra Sangeet,Tagore Classic,Arundhati Holme Chowdhury,1,0,0,1.7912179,7.14328
Chanchal Mon Anmona Hoy,bn,Bangla Film,Duet Playback,Lata Mangeshkar|Hemant Kumar,0,0,0,4.900507,6.591491
Bhola Mon Moner Katha,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra,0,1,0,6.748118,11.028373
Amar Andhar Bhubane,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,0.948708,6.5512433
Banshi Keno Hai,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,2.8187213,10.682591
Hey Priyotama Ami To Tomay,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,1.4373941,9.681221
"Sakhi, Bhabana Kahare Bale",bn,Rabindra Sangeet,Tagore Romantic,Sumitra Sen,0,1,0,7.3002973,8.369653
Klaanti Aamaar Kshamaa Koro,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,0,0,0,4.8323503,8.088743
Tunhu Mamo Monpran Hey (Stereo),bn,Bangla Film,Romantic Playback,Sandhya Mukherjee,0,1,0,7.0537457,9.00742
Jabo Ki Jabo Na,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,4.3540316,7.930767
Dekhe Elam Ruper Agun,bn,Bangla Film,Romantic Playback,Manna Dey,0,1,0,6.9503813,8.523955
E Ki Holo,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,5.33528,9.088577
Gharete Bhramar Elo,bn,Rabindra Sangeet,Tagore Classic,Sumitra Sen,0,1,0,7.7345853,9.006293
Ma Tui Amay Daya Korbi Ki Na Bal,bn,Devotional,Spiritual,Manna Dey,1,1,0,4.365858,9.423684
Aaj Bikeler Dake Tomar Chithi,bn,Adhunik Bangla,Romantic Modern,Banasree Sengupta,0,1,0,8.427552,9.181578
Aaro Bhalo Hoto,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,8.828904,7.4554358
Tumi Je Amar,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,7.8552117,9.86294
Amar Khela Jakhon Chhilo Tomar Sane,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,7.3322363,8.37828
Shono Ei To Samay,bn,Bangla Film,Romantic Playback,R. D. Burman,1,0,0,3.8885865,7.9755445
Ami Gun Kormu Ekjonare,bn,Devotional,Bhajan,Anuradha Paudwal,1,0,0,3.6981008,10.752467
Nibhrita Praner,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,0,1,0,8.438557,8.696927
Dinguli Mor Sonar Khanchay Roilo Na,bn,Adhunik Bangla,Romantic Modern,Dwijen Mukherjee,1,0,0,4.3372316,10.284102
