track_name,language,playlist_genre,playlist_subgenre,track_artist
Dake Loke Amake Clown,bn,Bangla Film,Romantic Playback,Kishore Kumar
Kolahal To Baron Holo,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
"Aar Nai Re Bela, Namlo Chhaya",bn,Rabindra Sangeet,Tagore Classic,Sumitra Sen
Ami Cholte Cholte Theme Gechhi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Swapan Jodi Madhur Emon,bn,Bangla Film,Romantic Playback,Manna Dey
Madhumas Jay,bn,Bangla Film,Romantic Playback,R. D. Burman
Shamla Gaanyer Kajla Meye,bn,Bangla Film,Duet Playback,Hemant Kumar|Aarti Mukherji
Dil Dariyar Majhete,bn,Bangla Folk,Baul,Purna Das Baul
Ami Chaee Chaee Chaee,bn,Bangla Film,Romantic Playback,Sapna Mukherjee
Tari:- (Ebar Tor Mora Gange and Samal Samal Samal),bn,Bangla Folk,Regional Folk,Dohar
Madhobi Modhupey Holo Mitali,bn,Bangla Film,Romantic Playback,Aarti Mukherji
Ki Je Kori Dure Jete Hay,bn,Bangla Film,Melancholy Playback,Lata Mangeshkar
Ami Je Jalsaghare,bn,Bangla Film,Romantic Playback,Manna Dey
Mon Bolchhe,bn,Bangla Film,Romantic Playback,Asha Bhosle
Amar Balar Kichhu Chhilo Na,bn,Adhunik Bangla,Romantic Modern,Haimanti Shukla
Chaaridike Paaper Andhar (Manush Janam Diye Bidhi),bn,Bangla Film,Romantic Playback,Kishore Kumar
Ami Je Ke Tomar,bn,Bangla Film,Romantic Playback,Kishore Kumar
Shaon Raate Jodi,bn,Bangla Film,Romantic Playback,Manna Dey
Rui Katla Ilish To Noy,bn,Bangla Film,Romantic Playback,Kishore Kumar
Hay Re Kala Eki Jwala,bn,Bangla Film,Romantic Playback,Asha Bhosle
Mukhe Bolleye Prem Hoye Na,bn,Bangla Film,Romantic Playback,Alka Yagnik
Chakrita Ami Peyegechi Bela 2441139,bn,Adhunik Bangla,Romantic Modern,Anjan Dutt
O Amar Pran Sajani (Champabothi Kanya),bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Jodi Bhabo Bhalobeshe,bn,Bangla Film,Romantic Playback,Alka Yagnik
Andhakarer Ei Raater Sheshe,bn,Bangla Film,Romantic Playback,Kishore Kumar
Amar Raat Pohaalo (d B),bn,Rabindra Sangeet,Tagore Nature,Debabrata Biswas
Bangla:- (Ami Bangla Mayer Chhele and Amar Sonar Bangla),bn,Bangla Folk,Regional Folk,Dohar
Sukno Patar Nupur Paye,bn,Nazrul Geeti,Nazrul Romantic,Feroza Begum
Jodi Kagoje Lekho Naam,bn,Bangla Film,Romantic Playback,Manna Dey
Na Chahile Jare Paoya Jaay - Manna Dey,bn,Bangla Film,Romantic Playback,Manna Dey
Jhilik Jhilik Jhinuk,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Purano Sei Diner Kotha,bn,Bangla Film,Romantic Playback,Hemant Kumar
O Tota Pakhi Re,bn,Adhunik Bangla,Romantic Modern,Nirmal Mishra
She Keno Amay,bn,Adhunik Bangla,Romantic Modern,Pankaj Udhas
Jeevanamaraner,bn,Rabindra Sangeet,Tagore Devotional,Debabrata Biswas
Eureka Eureka,bn,Bangla Film,Duet Playback,Kishore Kumar|Ranu Mukherjee|Chorus
Chhinnapatar Sajai Taranee,bn,Rabindra Sangeet,Tagore Classic,Sumitra Sen
Amar Chetana Chaitanya Kore,bn,Devotional,Spiritual,Panna Lal Bhattacharjee
Amar Hriday Tomar Aapan Haater Dole (Duet),bn,Rabindra Sangeet,Tagore Classic,Arundhati Holme Chowdhury|Santu Mukherjee
Ek Din Aaro Gelo,bn,Bangla Film,Romantic Playback,Kishore Kumar
Madhumas Jay,bn,Bangla Film,Romantic Playback,R. D. Burman
Hotam Jodi Tota Pakhi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Aadho Aalo Chhayte,bn,Bangla Film,Duet Playback,Kishore Kumar|Asha Bhosle
Ami Tomar Majhe Pelam Khunje,bn,Bangla Film,Romantic Playback,Hemant Kumar
Ore Mon-Mayana,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Machher Kanta Khonpar Kanta,bn,Bangla Film,Romantic Playback,Asha Bhosle
Bhalobese Sakhi Nibhrite Jatane,bn,Rabindra Sangeet,Tagore Nature,Chinmoy Chatterjee
Nahin Surya Nahin Jyoti,bn,Devotional,Bhajan,Anup Jalota
Ek Baishakhe Dekha Holo Dujanay,bn,Bangla Film,Romantic Playback,Aarti Mukherji
Ei Sundar Raatri,bn,Bangla Film,Romantic Playback,Sandhya Mukherjee
O Montrimoshai,bn,Children's Music,Comic Song,Rabi Ghosh|Anup Ghoshal
Iskabaner Deshe,bn,Children's Music,Comic Song,Antara Chwdhury
Gun Gun Gun Kunje Amar,bn,Bangla Film,Romantic Playback,Asha Bhosle
Golemale Gole Male Pirit Koiro Na,bn,Bangla Folk,Baul,Purna Das Baul
Tomaro Ashimey,bn,Rabindra Sangeet,Tagore Devotional,Debabrata Biswas
Amar Moner Ei Mayurmahale,bn,Bangla Film,Romantic Playback,Kishore Kumar
Ami Je Ke Tomar,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Tomate Amate Dekha Hoyechhilo,bn,Bangla Film,Romantic Playback,R. D. Burman
Raat Je Madhumati,bn,Bangla Film,Romantic Playback,Asha Bhosle
Ei Brishtite Bhije Mati,bn,Bangla Folk,Regional Folk,Manna Dey|Lata Mangeshkar
Ke Pratham Kachhe Esechhi,bn,Bangla Film,Duet Playback,Lata Mangeshkar|Manna Dey
Pherano Jabe Na Aar,bn,Bangla Film,Romantic Playback,Hemant Kumar
Chanchal Moyuri E Raat,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Ei To Bhalo Legechhilo - Hemanta Mukherjee,bn,Bangla Film,Romantic Playback,Hemant Kumar
Eso Pranbharan,bn,Rabindra Sangeet,Tagore Classic,Arundhati Holme Chowdhury|Bitu Samajpati
Ami Aaj Bhebechhi Mone,bn,Bangla Film,Romantic Playback,Hemant Kumar
Baro Eka Laage,bn,Bangla Film,Melancholy Playback,Manna Dey
Nohi Jantra,bn,Children's Music,Comic Song,Anup Ghoshal
Pranbhara Swapna,bn,Bangla Film,Duet Playback,Kishore Kumar|Chandrani Mukherjee
Sabar Aarale,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Tapur Tupur Sara Dupur,bn,Bangla Film,Romantic Playback,Aarti Mukherji
Amay Bolo Na Gahite,bn,Rabindra Sangeet,Tagore Classic,Suchitra Mitra
Ore Sujan Naiya,bn,Bangla Film,Romantic Playback,R. D. Burman
Aami Dasyir Sathey Kori Dosti,bn,Bangla Film,Romantic Playback,Manna Dey
Na Na Emon Korey,bn,Bangla Film,Romantic Playback,Asha Bhosle
Katha Hoyechhilo,bn,Bangla Film,Romantic Playback,Asha Bhosle
Pathey Chhile Jetey,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Jakhan Porbe Na Mor Payer Chinha,bn,Bangla Film,Romantic Playback,Hemant Kumar
Kana Machhi Bhon Bhon,bn,Children's Music,Comic Song,Antara Chwdhury|Sabita Chowdhury
Dui Naukaye Diya Pa,bn,Bangla Film,Romantic Playback,Alka Yagnik
Shiter Shishir Bheja Raat,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika
Mon Tomar Ei Bhram Gelo Na,bn,Devotional,Spiritual,Panna Lal Bhattacharjee
Ami Tomar Preme Habo Sabar,bn,Rabindra Sangeet,Tagore Romantic,Sagar Sen
Mahabiswey Mahabiswey,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Priyotamo Ki Likhi Tomay,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
O Bideshi Bandhu,bn,Adhunik Bangla,Urban Modern,Bhupen Hazarika
Nayan Chherey Geley,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Aaro Katodin Ami Khunjechhi Tomake,bn,Bangla Film,Romantic Playback,Aarti Mukherji
Kalyankarini Saptanadi Bhagini,bn,Rabindra Sangeet,Tagore Classic,Chandrabali Rudra Dutta
Shono Go Dakhin Hawa,bn,Adhunik Bangla,Romantic Modern,S. D. Burman
Prem Kise Hoy,bn,Bangla Film,Romantic Playback,Asha Bhosle
King Of The Ghosts Gives 3 Boons,bn,Children's Music,Fantasy Song,Satyajit Ray
Kon Pakhi Dhara Dite Chaaye,bn,Bangla Film,Romantic Playback,Hemant Kumar
Bharaa Thaak Smritisudhaay,bn,Rabindra Sangeet,Tagore Nostalgia,Debabrata Biswas
Naam Rekhechhi Bonolata,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra
Ami Apon Koriya Chahini,bn,Bangla Film,Romantic Playback,Asha Bhosle
"Barne, Gandhe, Chhande, Gitite",bn,Adhunik Bangla,Romantic Modern,S. D. Burman
Hay Go Amar Mon Mane Na,bn,Bangla Film,Romantic Playback,Asha Bhosle
Darjeeling Jatra,bn,Children's Music,Travel Comic,R. D. Burman
Ja Peyechhi,bn,Bangla Film,Romantic Playback,Amit Kumar
Se To Elo Na,bn,Bangla Film,Romantic Playback,Kishore Kumar
Na Na Jeo Na,bn,Bangla Film,Melancholy Playback,Manna Dey
Pratidhwani Suni,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika
Ke Jay Amritadhamjatri,bn,Rabindra Sangeet,Tagore Classic,Ritu Guha
Badal Kalo Ghirlo Go,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Baro Asha Kare,bn,Bangla Film,Romantic Playback,Asha Bhosle
Onek Khujechi Khuje Payine,bn,Bangla Film,Romantic Playback,Mohammad Aziz
Aar Nai Je Deri,bn,Rabindra Sangeet,Tagore Classic,Chinmoy Chatterjee
Rai Jago Rai Jago Bole,bn,Bangla Folk,Polli Geeti,Amar Pal
"Ogo Kangal, Amare Kangal Karechho",bn,Rabindra Sangeet,Tagore Classic,Ritu Guha
Eto Kachhe Dujane,bn,Bangla Film,Romantic Playback,Kishore Kumar
Amra Korbo Joy,bn,Bangla Patriotic,Inspirational Anthem,Bhupen Hazarika|Chorus
E Jiban Premeri Ek Patabahar Kabita,bn,Bangla Film,Romantic Playback,Kishore Kumar
Megh Aar Kuyashay Hok,bn,Bangla Film,Duet Playback,Kishore Kumar|Aarti Mukherji
Amar Bela Je Jai,bn,Bangla Film,Romantic Playback,Asha Bhosle
Badhu Kon Alo (Part 2),bn,Rabindra Sangeet,Tagore Nature,Arundhati Holme Chowdhury
Shudhu Jaoya Aasa,bn,Rabindra Sangeet,Tagore Classic,Arundhati Holme Chowdhury
Chanchal Mon Anmona Hoy,bn,Bangla Film,Duet Playback,Lata Mangeshkar|Hemant Kumar
Bhola Mon Moner Katha,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra
Amar Andhar Bhubane,bn,Bangla Film,Romantic Playback,Kishore Kumar
Banshi Keno Hai,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Hey Priyotama Ami To Tomay,bn,Bangla Film,Romantic Playback,Kishore Kumar
"Sakhi, Bhabana Kahare Bale",bn,Rabindra Sangeet,Tagore Romantic,Sumitra Sen
Klaanti Aamaar Kshamaa Koro,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Tunhu Mamo Monpran Hey (Stereo),bn,Bangla Film,Romantic Playback,Sandhya Mukherjee
Jabo Ki Jabo Na,bn,Bangla Film,Romantic Playback,Asha Bhosle
Dekhe Elam Ruper Agun,bn,Bangla Film,Romantic Playback,Manna Dey
E Ki Holo,bn,Bangla Film,Romantic Playback,Kishore Kumar
Gharete Bhramar Elo,bn,Rabindra Sangeet,Tagore Classic,Sumitra Sen
Ma Tui Amay Daya Korbi Ki Na Bal,bn,Devotional,Spiritual,Manna Dey
Aaj Bikeler Dake Tomar Chithi,bn,Adhunik Bangla,Romantic Modern,Banasree Sengupta
Aaro Bhalo Hoto,bn,Bangla Film,Romantic Playback,Hemant Kumar
Tumi Je Amar,bn,Bangla Film,Romantic Playback,Asha Bhosle
Amar Khela Jakhon Chhilo Tomar Sane,bn,Bangla Film,Romantic Playback,Hemant Kumar
Shono Ei To Samay,bn,Bangla Film,Romantic Playback,R. D. Burman
Ami Gun Kormu Ekjonare,bn,Devotional,Bhajan,Anuradha Paudwal
Nibhrita Praner,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Dinguli Mor Sonar Khanchay Roilo Na,bn,Adhunik Bangla,Romantic Modern,Dwijen Mukherjee
Keno Dure Thako,bn,Bangla Film,Melancholy Playback,Hemant Kumar
Jabar Belay Pichhu Theke,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Tomake Shonate E Gaan,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Akash Keno Daake,bn,Bangla Film,Romantic Playback,Kishore Kumar
Jani Jani Tumi Esechho E Pathe,bn,Adhunik Bangla,Romantic Modern,Sudeshna Chatterjee
Hey Mor Debota,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Jodi Baran Karo Tabe Gabo Na,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Ami Jani Na,bn,Bangla Film,Duet Playback,Asha Bhosle|Abhijeet Bhattacharya
Aaro Kachakachi,bn,Bangla Film,Duet Playback,Kishore Kumar|Asha Bhosle
Ogo Abar Natun Kore,bn,Bangla Film,Romantic Playback,Mukesh
Deep Nibhey Gechhey,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
Mon Mor Megher Sangi,bn,Bangla Film,Romantic Playback,Hemant Kumar
Aachhey Dukkha,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Saat Sakaale,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Jakhan Ami Anek Dure,bn,Bangla Film,Melancholy Playback,Kishore Kumar
Prano Bhariye Trisha Hariye,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Mor Bhabonare (Female),bn,Rabindra Sangeet,Tagore Classic,SAHANA BAJPEI
Hai Re Poda Banshi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Tomar Oi Dhupchhaya Rang,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra
Je Chhilo Amar Swapancharini,bn,Adhunik Bangla,Romantic Modern,Srikanto Acharya
Dinguli Mor,bn,Rabindra Sangeet,Tagore Nostalgia,Debabrata Biswas
Mora Dujonai Rajar Jamai,bn,Children's Music,Fantasy Song,Anup Ghoshal
Amay Nahe Go,bn,Nazrul Geeti,Nazrul Romantic,Feroza Begum
Naam Dhore Kejano,bn,Bangla Film,Romantic Playback,Alka Yagnik
Shai Pakhitar,bn,Bangla Film,Romantic Playback,Alka Yagnik
Deko Naa Aamarey,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
O Amar Pran Sajani (Champabothi Kanya),bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Phote Je Rakta Golap,bn,Bangla Film,Romantic Playback,Kishore Kumar
Bhulo Na Pratham Se Din,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Jadi Akash Hoto Ankhi,bn,Bangla Film,Romantic Playback,Aarti Mukherji
Tung Tung Tung,bn,Adhunik Bangla,Romantic Modern,C.L.T.
Habuchandra Raja,bn,Children's Music,Fantasy Song,Antara Chwdhury
E Mon Amar Hariye Jay,bn,Bangla Film,Melancholy Playback,Asha Bhosle
Rangiye Diye Jao,bn,Bangla Film,Romantic Playback,Hemant Kumar
Tomar Kaache Jabo,bn,Bangla Film,Romantic Playback,Alka Yagnik
Sei Raate Raat Chhilo Purnima,bn,Adhunik Bangla,Romantic Modern,Kishore Kumar
Jafrani Rang Akashe,bn,Bangla Film,Romantic Playback,Asha Bhosle
Tomar Pujar Chhaley,bn,Rabindra Sangeet,Tagore Devotional,Debabrata Biswas
Shyam Roop Dhariya,bn,Adhunik Bangla,Romantic Modern,S. D. Burman
O Jhar Jhar Jharna,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
"Madhur, Tomar Shesh Jey Na Pai",bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
Kar Milano Chao Birahi,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
Pran Chay Chokkhu Na Chay,bn,Rabindra Sangeet,Tagore Classic,Sagar Sen
Amar Ga Chhamchham Kare,bn,Bangla Film,Duet Playback,Asha Bhosle|Bappi Lahiri
Esse Chhile Tobu,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Ore Mon Pakhi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Bare Bare Ke Jeno Dake,bn,Adhunik Bangla,Romantic Modern,Manabendra Mukherjee
Beshi Ki Boli Jakhon Boli,bn,Bangla Film,Duet Playback,Bappi Lahiri|Asha Bhosle
Chalo Chole Jai Haate Haat Rekhe,bn,Bangla Film,Duet Playback,Asha Bhosle|R. D. Burman
Bandha Moner Duar Diyechhi,bn,Bangla Film,Romantic Playback,Asha Bhosle
Haowa Megh Saraye Phul Jharaye,bn,Bangla Film,Romantic Playback,Kishore Kumar
Khukumani Go Sonaa,bn,Children's Music,Children's Song,Antara Chwdhury|Sabita Chowdhury
Diner Shese Ghumer Deshe,bn,Bangla Film,Romantic Playback,Hemant Kumar
Tari Amar Hathat Dubey Jai,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
Ami Tomay Jato Shuniyechhilem Gaan,bn,Bangla Film,Romantic Playback,Hemant Kumar
Tomar Dake Sara Dite,bn,Bangla Film,Romantic Playback,Aarti Mukherji
Ki Je Bhabi Elomelo,bn,Bangla Film,Romantic Playback,Asha Bhosle
Ekta Gaan Likho Amar Janyo,bn,Adhunik Bangla,Romantic Modern,Pratima Banerjee
Ei Agune Haat Rakho,bn,Adhunik Bangla,Romantic Modern,Nachiketa Chakraborty
Ami To Tomar Chirodiner Hnasi Kannar Sathi,bn,Adhunik Bangla,Romantic Modern,Nirmal Mishra
Dekte Dekte Din Chole,bn,Bangla Film,Romantic Playback,Mahendra Kapoor
Amio Pather Mato,bn,Bangla Film,Romantic Playback,Hemant Kumar
Dure Dure Kachhe Kachhe,bn,Bangla Film,Melancholy Playback,Aarti Mukherji
Lakshmiti Dohai Tomar,bn,Bangla Film,Romantic Playback,Asha Bhosle
Ekhono Sarengita Bajchhe,bn,Adhunik Bangla,Romantic Modern,Haimanti Shukla
Angur Angur Chokh,bn,Bangla Film,Romantic Playback,Asha Bhosle
Je Jon Premer Bhav Jane Na,bn,Adhunik Bangla,Romantic Modern,Runa Laila
O Duti Ankhi Jeno,bn,Bangla Film,Romantic Playback,Hemant Kumar
Tumi Nirmal Karo Mangal Kare,bn,Devotional,Spiritual,Panna Lal Bhattacharjee
Nabo Anande Jago Aaji,bn,Bangla Film,Romantic Playback,Hemant Kumar
Kaharba Noy Dadra Bajao,bn,Bangla Film,Romantic Playback,Manna Dey
Amay Prashna Kare Neel Dhrubatara,bn,Bangla Film,Romantic Playback,Hemant Kumar
Banya Banya E Aranya,bn,Bangla Film,Romantic Playback,Aarti Mukherji
Ki Gabo Ami Ki Shunabo,bn,Bangla Film,Romantic Playback,Aarti Mukherji
Praaney Gaan Naai,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
Dak Pathale Kaal Sakale,bn,Bangla Film,Duet Playback,Asha Bhosle|R. D. Burman
Tumi Esechhile Porshu,bn,Adhunik Bangla,Romantic Modern,S. D. Burman
Jani Na Se Kon Sudur Pare,bn,Adhunik Bangla,Romantic Modern,Haimanti Shukla
Dil Dariyar Majhete,bn,Bangla Folk,Baul,Purna Das Baul
Jani Nai Go Sadhan,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas|Others
Ei Je Nadi Jay Sagare,bn,Bangla Film,Romantic Playback,Kishore Kumar
Kar Manjir Baje Rini,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra
Khonpar Ei Golap Diye,bn,Adhunik Bangla,Romantic Modern,Sivaji Chatterjee
Tumi Jey Surer Aagun,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
Bharat Amar Bharat Barsha,bn,Bangla Film,Romantic Playback,Manna Dey
Din Jaye Raat Jaye,bn,Devotional,Bhajan,Anuradha Paudwal
Bahudiner Agete Godhulir Belate,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika
Amar Sesh Paraner Kodi,bn,Rabindra Sangeet,Tagore Romantic,Debabrata Biswas
Aaj Mon Cheyechhe,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Ei Je Heri Go Debi Amari,bn,Bangla Film,Romantic Playback,Hemant Kumar
Jiya Manat Na - Thumree,bn,Bangla Film,Romantic Playback,Mahendra Kapoor
Akaraney Akaley Mor,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Se To Elo Na,bn,Bangla Film,Romantic Playback,Kishore Kumar
Ei Sundar Swarnali Sandhaye,bn,Bangla Film,Romantic Playback,Geeta Dutt
Payal Baje Chham Chham Chham - Thumree,bn,Bangla Film,Romantic Playback,Mahendra Kapoor
Chinechhi Chinechhi Tomar E Mon,bn,Bangla Film,Romantic Playback,Aarti Mukherji
Bhalobashar Moto Bhalo Kauke,bn,Bangla Film,Romantic Playback,Udit Narayan
Swapney Aamaar Mone Holo,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
Ei Edike Eso Esona,bn,Bangla Film,Romantic Playback,Asha Bhosle
Milan Hobe Katodine,bn,Bangla Folk,Lalon,Farida Parveen
Baani Tabo Dhai,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Na Na Kache Eso Na,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Tomar Bhubane Phuler Mela,bn,Adhunik Bangla,Romantic Modern,Akhil Bandhu Ghosh
Bojho Na Keno Je,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Oi Padma Chokher Neel Jamunay,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra
Kon Bhiruke Bhoy Dekhabi,bn,Rabindra Sangeet,Tagore Classic,Suchitra Mitra
Pather Shes Kothay,bn,Bangla Film,Romantic Playback,Hemant Kumar
Jodi Jante Chao Tumi,bn,Bangla Film,Romantic Playback,Hemant Kumar
O Mago Ma,bn,Children's Music,Comic Song,Antara Chwdhury
Tomari Jharnatalar Nirjane,bn,Bangla Film,Romantic Playback,Asha Bhosle
Aaha Ki Darun Dekhtey,bn,Bangla Film,Romantic Playback,Kishore Kumar
Baro Bishad Bhara Rajani,bn,Bangla Film,Duet Playback,Lata Mangeshkar|Chorus
E Kemon Ranga Jadu,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika
Tobu Bole Keno Sahasai,bn,Bangla Film,Romantic Playback,Kishore Kumar
Krishnachura Shon Shon Shon,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Tui Ki Amar Putul Putul,bn,Children's Music,Children's Song,Manna Dey
Naam Amar Kishore Kumar Ganguly,bn,Adhunik Bangla,Tribute Song,Kishore Kumar
Jeno Kichhu Mone Korona,bn,Adhunik Bangla,Romantic Modern,Akhil Bandhu Ghosh
Chokhe Naame Brishti,bn,Bangla Film,Romantic Playback,Asha Bhosle
Opare Thakbo Ami,bn,Bangla Film,Romantic Playback,Kishore Kumar
Khub Chena Chena Mukhkhani,bn,Bangla Film,Romantic Playback,Asha Bhosle
O Shyam Jakhan Takhan,bn,Bangla Film,Duet Playback,Sujata Mukherjee|Aarti Mukherji
Baba O Khoka,bn,Bangla Film,Romantic Playback,Kishore Kumar
Amar Mon Manne Na,bn,Bangla Film,Romantic Playback,Asha Bhosle
Ekti Kunri Duti Pata,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika
Putul Putul,bn,Children's Music,Children's Song,Antara Chwdhury
Aamar Moner Kato Sukh Niye,bn,Bangla Film,Romantic Playback,Mukesh
Jaubansarosinire,bn,Bangla Film,Romantic Playback,Hemant Kumar
O Mor Moyna Go,bn,Bangla Folk,Folk Song,Lata Mangeshkar
Nijhum Nishithe,bn,Bangla Film,Romantic Playback,Hemant Kumar
E Manihar Amay Nahi Saje,bn,Bangla Film,Romantic Playback,Hemant Kumar
O Aamar Kandher Anchal,bn,Bangla Film,Romantic Playback,Asha Bhosle
Anek Jamano Byatha,bn,Bangla Film,Romantic Playback,Kishore Kumar
Jodi Jante Chao Tumi,bn,Bangla Film,Romantic Playback,Hemant Kumar
Saat Suron Ki Bandh Payeliya,bn,Bangla Film,Duet Playback,Hemant Kumar|Shakti Thakur
Ekkhana Megh Bhese Elo Akashe,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika
Chokhe Chokh Rekhe - Kishore Kumar,bn,Bangla Film,Romantic Playback,Kishore Kumar
Ore Mon Ke Emon Daga,bn,Bangla Film,Duet Playback,Amit Kumar|Bhupinder Singh|Mohammed Rafi|Aarti Mukherji
E Mon Mor Jani Na Kotha Je Haralo,bn,Adhunik Bangla,Romantic Modern,Nirmal Mishra
Amar Silpi Kishore Kumar,bn,Bangla Film,Romantic Playback,Kumar Sanu
Ke Jay Re,bn,Bangla Film,Romantic Playback,Asha Bhosle
Pretty in Pink,en,rock,permanent wave,The Psychedelic Furs
Good Stuff,en,rap,southern hip hop,UGK
Upgraded,en,edm,progressive electro house,Capital Kings
Body Language (feat. Usher & Tinashe),en,pop,post-teen pop,Kid Ink
My Homeboy's Girlfriend,en,rap,southern hip hop,8Ball
The Needle And The Spoon,en,rock,classic rock,Lynyrd Skynyrd
Rain,en,rock,hard rock,Status Quo
X's We Share,en,r&b,new jack swing,Jodeci
Feelin' Alright,en,rock,album rock,Joe Cocker
Hurts 2B Human (feat. Khalid) - Midnight Kids Remix,en,edm,big room,P!nk
No One Knows Who We Are (Radio Edit) (feat. Lights),en,edm,progressive electro house,Kaskade
Stronger,en,pop,electropop,Prismo
I Feel The Love,en,pop,dance pop,Tritonal
Futsal Shuffle 2020,en,rap,hip hop,Lil Uzi Vert
Baby I'm Yours - Re-Recorded,en,r&b,new jack swing,Shai
Come To Life,en,pop,dance pop,Neon Feather
Homicide (feat. Eminem),en,rap,hip hop,Logic
The Ghost in You,en,rock,permanent wave,The Psychedelic Furs
Is It Love,en,latin,tropical,3LAU
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),en,rap,hip hop,Mustard
Glory Days,en,rock,hard rock,Bruce Springsteen
Jungle Boogie,en,r&b,urban contemporary,Kool & The Gang
Everything and More (feat. Aaron Cole),en,pop,dance pop,Hollyn
In The Lap Of The Gods... Revisited - Remastered 2011,en,rock,album rock,Queen
The Humpty Dance,en,r&b,new jack swing,Digital Underground
Shake Whatcha Mama Gave Ya',en,rap,southern hip hop,Poison Clan
Have You Ever,en,r&b,new jack swing,Brandy
The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,en,r&b,hip pop,Bebe Rexha
Don't Check On Me (feat. Justin Bieber & Ink),en,latin,latin pop,Chris Brown
Hail Mary,en,rap,gangster rap,2Pac
Centerfold,en,rock,classic rock,The J. Geils Band
Waverunners,en,rap,southern hip hop,dopeSMOOTHIES
Hallucinogenics,en,pop,indie poptimism,Matt Maeson
Somebody I'm Not,en,latin,tropical,Martin Jensen
Fangirl,en,r&b,urban contemporary,Lil Peep
Lovers on the Sun (feat. Sam Martin),en,edm,electro house,David Guetta
Round and Round,en,rock,classic rock,Ratt
With You,en,r&b,new jack swing,Tony Terry
More Than You Know,en,pop,dance pop,Axwell /\ Ingrosso
But God,en,r&b,neo soul,Isaac Carree
OCD (with Dwn2earth),en,rap,hip hop,Logic
Cool,en,r&b,hip pop,Jonas Brothers
Sunshine (feat. Lea) - Explicit Album Version,en,rap,hip hop,Lil' Flip
Cum on Feel the Noize,en,rock,classic rock,Quiet Riot
Electricity,en,edm,pop edm,Culture Code
Emotion,en,r&b,hip pop,Mia Rodriguez
Take Me Home (feat. Bebe Rexha),en,edm,progressive electro house,Cash Cash
Animals,en,edm,big room,Martin Garrix
