track_name,lyrics,playlist_genre,playlist_subgenre,track_artist,duration_ms,language,track_album_release_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,valence
Phire Elam Dure Giye,"ফিরে এলাম দূরে গিয়ে, কিন্তু মনটা তো তোমার কাছেই পড়ে ছিল। অনেক দেশ ঘুরেছি, অনেক অচেনা মুখ দেখেছি কিন্তু তোমার মতো শান্তি আর কোথাও পাইনি। দূর প্রবাসে যখন রাত নামতো, তখন তোমার স্মৃতিগুলো আমাকে ব্যাকুল করে তুলতো। আজ এই চেনা মেঠো পথে যখন পা রাখলাম, তখন মাটির সোঁদা গন্ধে আমি তোমার উপস্থিতি অনুভব করলাম। কেন গিয়েছিলাম দূরে তা আজ নিজের কাছেই অজানা। হয়তো নিজেকে নতুন করে চেনার জন্য এই দূরত্ব প্রয়োজন ছিল। কিন্তু এখন আমি নিশ্চিত যে তুমিই আমার শেষ গন্তব্য। তোমার ঐ হাসিমাখা মুখ দেখার জন্য আমি চাতকের মতো তৃষ্ণার্ত হয়ে ছিলাম। আর কোনোদিন তোমায় ছেড়ে কোথাও যাবো না। এই ঘরের কোণেই আমার স্বর্গ, তোমার বুকেই আমার মুক্তি।",Bangla Film,Duet Playback,Asha Bhosle|R. D. Burman,245000,bn,2011-02-12 00:00:00,0.6,0.018,0.67,0.766,-2.959,0.081,149.918,0,10,0.018
Pa Ma Ga Re Sa,"পা মা গা রে সা—সুরের সাতটি রঙে রাঙিয়ে দিলাম তোমার আকাশ। সুরের কোনো সীমানা নেই, কোনো ভাষা নেই; এ হলো হৃদয়ের সাথে হৃদয়ের এক আত্মিক যোগ। যখন আমি এই সংগীতের মূর্ছনা সৃষ্টি করি, তখন পৃথিবীর সব ব্যস্ততা থেমে যায়। প্রতিটি স্বর যেন এক একটি অনুভূতির প্রকাশ। কখনো সে বিরহের কান্না হয়ে ঝরে, কখনো আবার মিলনের আনন্দ হয়ে নাচে। এই সংগীতই আমাদের বাঁচিয়ে রেখেছে এক যান্ত্রিক পৃথিবীতে। তুমি কি শুনতে পাও আমার হৃদয়ের এই সুরের স্পন্দন? এসো মোরা দুজনে মিলে এই স্বরলিপির মায়ায় হারিয়ে যাই। গানের প্রতিটি ছন্দে আমি তোমায় খুঁজি, প্রতিটি রাগে আমি তোমায় সাজাই। এই সুরের মহাকাশে আমরা হয়ে থাকি দুটি উজ্জ্বল নক্ষত্র। সংগীতই হোক আমাদের জীবনের ধ্রুবতারা।",Devotional,Spiritual,Lata Mangeshkar,187000,bn,2021-04-09 00:00:00,0.46,0.52,0.461,0.229,-9.834,0.0523,149.977,1,4,0.0162
Na Dir Dir Da,"না দির দির দা—তবলার বোলে আর ঘুঙুরের নিক্কণে আজ সারা জগত মাতোয়ারা। এই তাল যেন হৃদয়ের ধুকপুকানির প্রতিধ্বনি। নৃত্যের ছন্দে যখন পৃথিবী দুলে ওঠে, তখন মনে হয় এক অলৌকিক শক্তির ছোঁয়া পেয়েছি। এই তো জীবনের ছন্দ, এই তো গতির মহিমা। কোনো বাধা নেই, কোনো দ্বিধা নেই—শুধু আছে সুর আর তালের এক নিবিড় আলিঙ্গন। শিল্পীর আঙুলে যখন ঝংকার ওঠে, তখন আধারের বুক চিরে আলোর উদ্ভাস ঘটে। আমাদের এই শিল্পচর্চা যেন শুধু বিনোদন না হয়, বরং আত্মার মুক্তি হয়ে ধরা দেয়। না দির দির দা—এই তালের মূর্ছনায় ভেসে যাক সব গ্লানি আর সব ঘৃণা। এসো মোরা এই মহাজাগতিক নাচের তালে মেতে উঠি যেখানে প্রকৃতি আর মানুষ একাকার হয়ে যায়। সুরের এই মহোৎসবে তুমিই আমার একমাত্র সঙ্গী।",Children's Music,Comic Song,Antara Chwdhury,178000,bn,2007-02-11 00:00:00,0.24,0.479,0.289,0.858,-8.488,0.0265,149.958,0,4,0.089
Swapna Mahale Ajo Nishirate,"স্বপ্ন মহলে আজও নিশিরাতে তোমার নুপুরের শব্দ পাই। রাজপ্রাসাদের এই নির্জন করিডোরে আমি শুধু তোমার ছায়া খুঁজে বেড়াই। যে ভালোবাসা একদিন পূর্ণিমার চাঁদের মতো উজ্জ্বল ছিল, আজ তা এক বিমর্ষ স্মৃতির অরণ্য হয়ে দাঁড়িয়েছে। মায়াবী এই প্রাসাদে প্রতিটি পাথরের দেওয়াল যেন আমাদের না বলা বিরহ গাথা শুনিয়ে দেয়। আমি প্রদীপ জ্বেলে বসে থাকি সেই বাসর ঘরের দুয়ারে যেখানে আমরা প্রথম একাত্ম হয়েছিলাম। কিন্তু তুমি আর ফেরো না। স্বপ্ন মহলের ঐ রঙিন কাঁচের জানলা দিয়ে যখন জোছনা আসে, তখন মনে হয় তুমি বুঝি এসেছো আমার পাশে বসতে। কিন্তু পরক্ষণেই ভ্রম ভেঙে যায়। এই প্রাসাদ এখন শুধুই এক শূন্যতা মাখা দীর্ঘশ্বাস। আমি এখানে বন্দি হয়ে আছি তোমার অমর স্মৃতিদের আষ্টেপৃষ্ঠে জড়িয়ে ধরে।",Bangla Film,Romantic Playback,Bappi Lahiri,203000,bn,2016-05-06 00:00:00,0.5,0.35,0.602,0.214,-13.123,0.011,149.998,0,10,0.07
Nadir Paare Uthchhe Dhonya,"নদীর পারে উঠছে ধন্য, মাঝির কণ্ঠে আজ বিরহের গান। যমুনার ঢেউয়ে আছড়ে পড়ছে একাকীত্বের এক করুণ সুর। ওপারে গোধূলির রাঙা আলোয় আকাশ সেজেছে বিদায়ের রঙে। এই তো জীবনের নিয়ম—এক কূল ভাঙে তো অন্য কূল গড়ে। মাঝিরে, তুই কাকে খুঁজিস এই নিরালা চরে? তোর পালের নৌকায় কি কোনো হারিয়ে যাওয়া মনের খবর আছে? নদীর ওপার থেকে ভেসে আসে এক অচেনা ডাক। আমার হিয়া আজ ঘরছাড়া হতে চায় সেই ডাকের সন্ধানে। তীরের কাশফুলেরা মাথা নুয়ে সম্মান জানায় বহমান এই কালকে। যে ঢেউ চলে যায় তা আর ফিরে আসে না। আমরাও এই নদীর মতো বয়ে চলি এক অজানা সাগরের টানে। নদীর পারে এই নিস্তব্ধতায় আমি নিজের অস্তিত্বকে খুঁজে পাই এক নতুন মাহাত্ম্যে। ধন্য এই জীবন, ধন্য এই বিরহ।",Bangla Film,Romantic Playback,R. D. Burman,360000,bn,2004-05-06 00:00:00,0.09,0.714,0.404,0.953,-8.054,0.0433,156.345,1,7,0.04
Keu Jane Na Tumi Je Amar,"কেউ জানে না তুমি যে আমার, হৃদয়ের মণিকোঠায় আমি তোমায় আগলে রাখি। জগতের কাছে আমরা হয়তো শুধুই অপরিচিত, কিন্তু নির্জনে আমাদের আত্মা কথা বলে। লোকলজ্জার ভয়ে আমি তোমায় প্রকাশ্যে ডাকতে পারি না, কিন্তু আমার প্রতিটি নিশ্বাসে তোমার নাম জপে সারাক্ষণ। এই গোপন প্রেমই আমাদের বেঁচে থাকার একমাত্র অবলম্বন। যখন পৃথিবী ঘুমে মগ্ন হয়, তখন আমি তোমার সাথে কাটানো মুহূর্তগুলো নক্ষত্রের সাথে ভাগ করে নিই। কেউ বুঝবে না এই নিরব দহন, কেউ দেখবে না এই নিভৃত অশ্রু। আমাদের এই ভালোবাসার কোনো নাম নেই, কোনো সামাজিক স্বীকৃতি নেই। তবুও আমি জানি তুমি শুধু আমার। নীল আকাশের ঐ ধ্রুবতারার মতো তুমি উজ্জ্বল হয়ে থেকো আমার নিরাশা ঘেরা জীবনে। এই সত্য শুধু আমার আর তোমার মাঝে এক পরম পবিত্র রহস্য হয়ে থাকুক।",Bangla Film,Romantic Playback,R. D. Burman,286000,bn,2022-08-06 00:00:00,0.76,0.36,0.58,0.213,-5.792,0.09,149.849,1,7,0.036
Ore Amar Mon,"ওরে আমার মন, তুই কেন এত চঞ্চল? পৃথিবীর মোহে পড়ে তুই ভুলে আছিস তোর আসল গন্তব্য। যা কিছু দেখছিস সবই তো ক্ষণস্থায়ী এক মরীচিকা। মায়ার এই বাঁধনে তুই কেন বারবার নিজেকে বন্দি করিস? ভবের মেলায় সবাই আসবে আর যাবে, কেউ চিরকাল পাশে থাকবে না। মিছে কেন করিস অহংকার আর কেন এই অবুঝ আকুতি? নিজের ভেতরে একবার তাকাও, দেখবে সেখানে এক শান্ত সমুদ্র বিরাজ করছে। স্থির হও মন, সত্যকে চেনো। এই ধুলোর ধরায় তুমি শুধুই এক মেহমান। কাজের শেষে যখন বিদায়ের ঘণ্টা বাজবে, তখন সাথে নিয়ে যেতে হবে শুধু কর্মের পুণ্য। দোহাই তোমার, আর মরীচিকার পিছে ছুটো না। শান্তির খোঁজে বাইরে না গিয়ে নিজের অন্তরে ডুবি দাও। সেখানেই আছে পরম রতন যা কোনোদিন হারাবে না।",Adhunik Bangla,Romantic Modern,Dwijen Mukherjee,203000,bn,2016-05-07 00:00:00,0.78,0.045,0.552,0.3,-11.733,0.05,149.989,0,6,0.083
Bujhbe Na Keu Bujhbe Na,"বুঝবে না কেউ বুঝবে না আমার এই হৃদয়ের গভীর যন্ত্রণা। হাসির আড়ালে যে কত হাহাকার লুকিয়ে আছে, তা কেউ কোনোদিন তলিয়ে দেখেনি। লোকচক্ষুর সামনে আমি এক সুখী মানুষ, কিন্তু একাকীত্বের অন্ধকারে আমি এক রিক্ত পথিক। ভালোবাসা আমায় যা দিয়েছে তার চেয়ে বেশি কেড়ে নিয়েছে। আমার তিল তিল করে গড়া স্বপ্নগুলো আজ বালির ঘরের মতো ভেঙে চুরমার হয়ে গেছে। কারো কাছে কোনো অভিযোগ নেই, কারণ আমি জানি এই পৃথিবীটা বড়ই নিষ্ঠুর। এখানে সবাই নিজের প্রয়োজনে আসে আর কাজ ফুরিয়ে গেলে হারিয়ে যায়। আমার এই নীরব কান্না বৃষ্টির শব্দের সাথে মিশে একাকার হয়ে যায়। হয়তো একদিন সবাই বুঝবে, কিন্তু সেদিন আমি আর থাকবো না এই মাটির পৃথিবীতে। আমার এই না বলা কথাগুলো শুধু বাতাসের দীর্ঘশ্বাস হয়ে রয়ে যাবে।",Bangla Film,Romantic Playback,Lata Mangeshkar,276000,bn,2019-05-01 00:00:00,0.39,0.22,0.829,0.822,-13.603,0.0,150.006,0,0,0.0856
Taare Bole Diyo,"তারে বলে দিও, আমি আজও তার পথ চেয়ে বসে আছি। বনের পাখি যখন গান গেয়ে ফেরে, তখন আমি তাকে একাই খুঁজি প্রতিটি পংক্তিতে। গোধূলির আলো যখন মিলিয়ে যায়, তখন আমার মনে বিরহের অন্ধকার নামে। সে কি জানে না তার একটি চিঠির অপেক্ষায় আমি কত রাত নির্ঘুম কাটিয়েছি? তারে বলে দিও, আমি তাকে ক্ষমা করে দিয়েছি সব ভুলের জন্য। শুধু একটিবার যেন সে ফিরে আসে আমার এই মলিন আঙিনায়। মায়ার এই পৃথিবীতে বিচ্ছেদ বড়ই কঠিন। প্রতিটি ঋতু আসে তার নিজস্ব রঙে, কিন্তু আমার জীবন আজও ধূসর হয়ে আছে তার অভাবে। বাতাসের কানে কানে আমি আমার সবটুকু ভালোবাসা পাঠিয়ে দিলাম। সে যেখানেই থাক, এই ডাক যেন তাকে একবার হলেও নাড়া দেয়। তারে বলে দিও, এই মন আজও শুধু তাকেই চায়।",Bangla Film,Romantic Playback,Hemant Kumar,202000,bn,2020-03-07 00:00:00,0.14,0.661,0.163,0.627,-13.631,0.0004,149.984,0,2,0.089
Dongshili Tui,"দংশিলি তুই বিষম জ্বালায় ওরে ও কালনাগিনী প্রেম। তোর ছোঁয়ায় আমার রক্তে আজ এক অদ্ভুত নেশা জমেছে। কেন এমন করে আমার শান্ত জীবনে ঝড়ের আনাগোনা করলি? ভালোবাসা তো অমৃত হওয়ার কথা ছিল, কিন্তু এ যে এক নীলকণ্ঠের বিষ যা আমাকে তিলে তিলে শেষ করছে। আমি তো চেয়েছিলাম সুখে ঘর বাঁধতে, কিন্তু তোর কুটিল মায়ায় আমি আজ ঘরছাড়া। তোর চোখের ঐ উজ্জ্বল চাহনি যেন সাপের মণির মতো আমাকে সম্মোহিত করে রেখেছে। আমি মুক্তি চাইলেও ফিরতে পারি না। প্রতিটি নিশ্বাসে শুধু তোরই দহন অনুভব করি। ওরে পীরিতের বিষ, তুই আমার হিয়াকে পুড়িয়ে ছাই করে দিলি। তবুও কেন এই দহনের মাঝেই আমি এক অলৌকিক আনন্দ খুঁজে পাই? দংশিলি তুই আমায়, তবুও আমি তোরই নেশায় মাতাল হয়ে পথে পথে ঘুরে বেড়াই এক উদাস বাউল হয়ে।",,Romantic Playback,Lata Mangeshkar,193000,bn,2017-12-06 00:00:00,0.93,0.26,0.56,0.91,-5.071,0.08,153.96,0,9,0.0221
Jani Na Kothay Tumi,"জানি না কোথায় তুমি, কোন সুদূর অচেনা দেশে হারিয়ে গেলে। আমি আজও সেই পুরনো ঠিকানায় তোমার ফেরার প্রতীক্ষায় দাঁড়িয়ে আছি। আকাশ পানে চেয়ে নক্ষত্রদের জিজ্ঞেস করি তোমার খবর, কিন্তু কেউ কথা বলে না। পৃথিবীটা অনেক বড়, কিন্তু তোমার অভাবে আমার ঘরটা আজ এক প্রকাণ্ড শূন্যতা। মায়ার এই বাঁধন কি এতই ঠুনকো ছিল যে এক নিমেষে সব ছিঁড়ে গেল? তোমার গায়ের সেই চেনা গন্ধ আজও আমার বালিশে মিশে আছে। আমি প্রতিটি অপরিচিত মানুষের মাঝে তোমার মুখ খুঁজি। হয়তো তুমি আজ অনেক সুখে আছো অন্য কারো ভুবনে, অথবা তুমিও আমার মতো একা অন্ধকারে দীর্ঘশ্বাস ফেলছো। এই অনিশ্চয়তা আমায় পাগল করে তোলে। শুধু একটিবার যদি জানতে পারতাম তুমি কেমন আছো, তবেই আমার এই অশান্ত মন শান্তি পেত। জানি না কোথায় তুমি, শুধু জানি তুমি আছো আমার প্রতিটি হৃদস্পন্দনে।",,Duet Playback,Asha Bhosle|R. D. Burman,192000,bn,2010-09-12 00:00:00,0.26,0.263,0.539,0.287,-5.812,0.0369,150.007,0,8,0.02
Bolchi Tomar Kane Kane- Duet,"বলছি তোমার কানে কানে—এই পথ চলা যেন কখনো শেষ না হয়। তুমি আর আমি একাত্ম হয়ে পাড়ি দেবো সুদূর অজানার পথে। নীল দিগন্তে আজ যে খুশির জোয়ার এসেছে, সেখানে আমরা হবো দুটি মুক্ত বিহঙ্গ। কোনো বাধা নেই, কোনো ভয় নেই—শুধু আছে এক বুক ভালোবাসা আর তোমার পাশে থাকার অঙ্গীকার। তোমার হাতের উষ্ণতা আমার সব ক্লান্তি দূর করে দিচ্ছে। গোধূলির এই মায়াবী আলো-ছায়ায় আমরা যেন এক অনন্য কাব্য রচনা করি প্রতিদিন। পৃথিবী বদলে গেলেও আমাদের এই প্রেমের বন্ধন যেন অটুট থাকে চিরকাল। আমি তোমার নিঃশ্বাস হতে চাই, তোমার প্রতিটি স্বপন রাঙাতে চাই আমার রঙের তুলি দিয়ে। দুজনে মিলে গড়বো এক ছোট্ট স্বর্গ যেখানে শুধু শান্তি আর মমতা বিরাজ করবে। এই ডুয়েট গানের মতো আমাদের জীবনও যেন এক সুরে বাঁধা থাকে জনম জনম ধরে।",,Romantic Solo,Bappi Lahiri|Rema Lahiri,264000,bn,2020-02-03 00:00:00,0.7,0.15,0.478,0.717,-9.104,0.079,149.931,0,11,0.0459
Lakshmiti Dohai Tomar,"লক্ষ্মীটি দোহাই তোমার, আর অভিমান করো না। আমার এই অবুঝ মন তোমায় ছাড়া বড়ই অসহায়। যদি কোনো ভুল করে থাকি তবে আমায় ক্ষমা করে দাও। তোমার ঐ রাগী মুখখানা দেখলে আমার হিয়া কেঁপে ওঠে। আমি তো তোমায় ভালোবেসেছিলাম হৃদয়ের সবটুকু আবেগ দিয়ে। এসো মোরা সব ভেদাভেদ ভুলে আবার সেই হাসিমাখা দিনগুলোতে ফিরে যাই। তোমার একটি হাসিতে আমার সারা পৃথিবী আলোকিত হতে পারে। কেন মিছে কেন এই কৃত্রিম দূরত্ব বাড়িয়ে দিচ্ছো? আমাদের এই ভালোবাসার বন্ধন কি এতই দুর্বল? শোনো লক্ষ্মী, রাগ সরিয়ে একবার ফিরে তাকাও। দেখবে আজও তোমারই জন্য আমি একগুচ্ছ কদম ফুল হাতে দাঁড়িয়ে আছি। আমাদের এই প্রেম যেন এক পবিত্র প্রার্থনা হয়। দোহাই তোমার, ফিরে এসো আমার এই ব্যাকুল বাহুডোরে। তোমায় ছাড়া আমি বড়ই একা।",,Romantic Playback,Asha Bhosle,199000,bn,2003-02-07 00:00:00,0.25,0.802,0.201,0.159,-5.605,0.051,150.085,1,8,0.0678
Phire Elam Dure Giye,"ফিরে এলাম দূরে গিয়ে, অনেক চড়াই উৎরাই পেরিয়ে আবার তোমার দুয়ারে হাজির হলাম। প্রবাসের সেই যান্ত্রিক জীবনে আমি শুধু তোমার স্মৃতিটুকু সম্বল করে বেঁচে ছিলাম। আজ যখন তোমার সামনে দাঁড়িয়েছি, তখন মনে হচ্ছে আমি এক নতুন জীবন পেলাম। দূরত্বের কারণে আমাদের ভালোবাসা হয়তো আরও গভীর হয়েছে। আমি ভুল বুঝেছিলাম যে তোমাকে ছাড়াও আমি সুখে থাকতে পারবো। কিন্তু না, তুমিই আমার নিঃশ্বাস, তুমিই আমার পরম আশ্রয়। গঙ্গার শান্ত ঘাটে যখন সূর্যাস্ত হয়, তখন আমি তোমার হাতটি শক্ত করে ধরে রাখতে চাই। আর কোনোদিন কোনো অভিমান আমাদের আলাদা করতে পারবে না। আমি ফিরে এসেছি আমার চিরচেনা নীড়ে যেখানে শুধু ভালোবাসা আর মায়া আছে। তোমাকে হারিয়ে আমি বুঝেছি তুমিই আমার জীবনের শ্রেষ্ঠ প্রাপ্তি। আজ থেকে শুধু আমাদের একসাথে পথ চলার শুরু হোক।",,Duet Playback,Asha Bhosle|R. D. Burman,245000,bn,2022-07-12 00:00:00,0.41,0.28,0.964,0.364,-13.419,0.0007,149.968,0,0,0.048
Chupi Chupi Kaache Aesho,"চুপি চুপি কাছে এসো, কানে কানে কথা বলো। এই মায়াবী নিশীথ রাতে শুধু আমি আর তুমি ছাড়া আর কেউ নেই। বাতাসের গুঞ্জনে আমাদের প্রেমের কথা ছড়িয়ে পড়ুক নক্ষত্রদের কানে। কোনো কোলাহল নেই, কোনো ব্যস্ততা নেই—শুধু আছে হৃদয়ের এক নিবিড় সান্নিধ্য। তোমার হাতের ছোঁয়ায় আমার সারা শরীরে এক অদ্ভুত শিহরণ জাগছে। অন্ধকার এই ঘরে তোমার উপস্থিতিই আমার একমাত্র আলো। কথা বলো না, শুধু আমার চোখের পানে চেয়ে থাকো। এই মূহূর্তটি যেন মহাকালের পাতায় অমর হয়ে লেখা থাকে। ভালোবাসা তো এমনই এক নীরব ভাষা যা শুধু অনুভব করা যায়। চুপি চুপি এসো আর আমার একাকীত্বের ঘরে প্রদীপ জ্বেলে দাও। আমরা দুজনে মিলে গড়বো এক নিজস্ব মায়াবী ভুবন যেখানে কোনো দুঃখের ছায়া পড়বে না কোনোদিন। আজ রাত শুধু আমাদের ভালোবাসার উদযাপনের রাত।",,Romantic Playback,Alka Yagnik,353000,bn,2015-04-04 00:00:00,0.08,0.188,0.355,0.744,-4.062,0.03,149.99,1,0,0.06
Ei Purnima Raat,"এই পূর্ণিমা রাত আজ বড়ই সুন্দর, চাঁদের আলোয় পৃথিবী আজ স্বর্গীয় মনে হচ্ছে। চারদিকে শুধু রূপালী জোছনার প্লাবন। এই মায়াবী লগ্নে আমি তোমার হাত ধরে হাঁটতে চাই যমুনার তটে। বনের লতা পাতা সব যেন আজ আমাদের প্রেমের সাক্ষী হয়ে দাঁড়িয়ে আছে। বাতাসের গন্ধে আজ শুধু তোমারই সুর ভেসে আসে। প্রতিটি ধূলিকণা আজ যেন বলছে তোমারই মহিমা। তুমি এলে বসন্ত জাগে আমার শুষ্ক মরু হৃদয়ে। কথা বলো না ওগো বধু, শুধু চেয়ে থাকো আমার এই আকুল চোখের পানে। তোমার এই পূর্ণিমার আলোর স্পর্শ যেন চিরকাল আমার সাথে থাকে। জীবনের এই সায়াহ্নে তুমিই আমার শেষ সম্বল, আমার ধ্রুবতারা। এই রাত যেন কখনো শেষ না হয়, এই মায়া যেন আমাদের দুজনকে আষ্টেপৃষ্ঠে জড়িয়ে রাখে আজীবন। আমি তোমায় ভালোবাসি এই জোছনা মাখা সজল রাতে।",,Romantic Playback,Hemant Kumar,183000,bn,2019-02-04 00:00:00,0.24,0.89,0.895,0.471,-6.859,0.0373,150.066,0,7,0.08
Kono Kaaj Noy Aaj,"কোনো কাজ নয় আজ, আজ শুধু ছুটির নেশায় মেতে ওঠার দিন। নীল আকাশের আঙিনায় আজ মেঘেদের লুকোচুরি খেলা, আর আমাদের মনে কেবল অফুরান আনন্দ। ধুলোমাখা পথ ছেড়ে আজ আমরা হাঁটবো ঘাসের নরম কার্পেটে। যান্ত্রিক জীবনের সব ব্যস্ততা আজ তুচ্ছ হয়ে যাক। কোকিলের কুহুতান আর বাতাসের ফিসফিসানি আমাদের কানে আজ নতুন এক মুক্তির গান শোনায়। কোনো পিছুটান নেই, নেই কোনো কাজের বোঝা। আজ শুধু প্রকৃতির সাথে একাত্ম হয়ে হারিয়ে যাওয়ার লগ্ন। এসো মোরা ডানা মেলি মুক্ত বিহঙ্গের মতো। এই সুন্দর সকালে রোদমাখা হাসিতে ধুয়ে ফেলবো সব গ্লানি। আজ শুধু মনের আনন্দে মেতে থাকার এক অনন্য মুহূর্ত। জীবনের এই ছোট্ট বিরতি আমাদের প্রাণবন্ত করে তুলবে আগামীর দিনগুলোর জন্য। আজ শুধু মায়ার জালে নিজেকে সঁপে দিয়ে অজানার পথে পা বাড়ানো।",,Duet Playback,Asha Bhosle|Kishore Kumar,271000,bn,2000-03-11 00:00:00,0.91,0.851,0.959,0.237,-6.531,0.09,145.985,0,5,0.05
Shudhu Jaowa Asa,"শুধু যাওয়া আসা, শুধু স্রোতে ভেসে চলা—এই তো জীবনের মূল ছন্দ। আমরা আসি এক অজানা থেকে, আবার হারিয়ে যাই অজানার গহীনে। মাঝপথের এই সময়টুকু শুধু একে অপরের হাত ধরে থাকা আর কিছু স্মৃতির মালা গাঁথা। কেউ আমাদের চিরদিন মনে রাখবে না, তবুও আমরা মায়ার ঘর বাঁধি। এই আসা যাওয়ার খেলায় কজনই বা পারে প্রকৃত সত্যকে চিনতে? সময়ের রথ এগিয়ে চলে বিরামহীনভাবে। আমাদের দেখা হওয়া আর বিদায় নেওয়া যেন এক অবিচ্ছেদ্য মুদ্রার এপিঠ-ওপিঠ। প্রতিটি বিদায় আমাদের শিখিয়ে দেয় যে পৃথিবীতে কোনো কিছুই স্থায়ী নয়। তবুও আমরা ভালোবাসি, আমরা কাঁদি আর হাসির হররা তুলি। এই নশ্বর জীবনের প্রতিচ্ছবি ফুটে ওঠে আমাদের প্রতিটি পদক্ষেপে। শুধু যাওয়া আর আসা, এই তো মানুষের চিরন্তন গল্প যা মহাকালের পাতায় লেখা থাকে চিরদিন।",,Romantic Modern,Lopamudra Mitra,279000,bn,2002-07-09 00:00:00,0.57,0.43,0.466,0.113,-2.966,0.0885,150.128,1,7,0.098
Otho Otho Surjayre,"ওঠো ওঠো সূর্যরে, তোমার রাঙা আলোয় রাঙিয়ে দাও এই ধরিত্রীকে। অন্ধকার রজনী শেষে তুমি এলে নবজীবনের বার্তা নিয়ে। তোমার আগমনে পাখিরা গান গায়, বনের ফুলেরা পাপড়ি মেলে। এই ঘুমন্ত জগতকে তুমি জাগিয়ে তোলো তোমার অক্ষয় তেজে। হে তিমির বিনাশী, তোমার চরণে আমার ভক্তিপূর্ণ প্রণাম। তুমি না থাকলে এই পৃথিবী হতো এক বিমর্ষ মরুভূমি। তোমার আলোয় চাষী যায় মাঠে, আর মা তার শিশুকে আদর করে ঘুম থেকে তোলে। আমাদের মনে যে জড়তা আর আলস্য জমেছে, তাও তুমি ধুয়ে দাও তোমার প্রখর তেজে। প্রতিদিনের এই নতুন ভোরের তুমিই তো আসল জাদুকর। ওঠো হে সূর্যদেব, তোমার কিরণে আমাদের পথ আলোকিত হোক। তুমিই জীবনের ধ্রুবতারা, তুমিই আমাদের প্রতিদিনের নতুন আশার প্রতীক। এই তপ্ত ধরায় তুমিই আনো প্রাণের স্পন্দন।",,Romantic Playback,Lata Mangeshkar,302000,bn,2012-04-11 00:00:00,0.66,0.564,0.234,0.685,-9.594,0.0947,149.984,0,11,0.044
Drishya Dekhi Anya,"দৃশ্য দেখি অন্য এক পৃথিবীর, যেখানে মানুষের মনে কোনো ঘৃণা নেই। পাহাড়ের চূড়া থেকে যখন ঝরনা নামে, তখন মনে হয় এক অলৌকিক সংগীতের জন্ম হয়েছে। প্রতিটি ধূলিকণা আজ ভালোবাসার কথা বলছে। আমি দুচোখ মেলে দেখি প্রকৃতির এই বৈচিত্র্যময় সাজ যা আমায় বারবার মুগ্ধ করে। কখনো ঘন মেঘের ছায়া, কখনো আবার রোদের ঝিলিক—সবই যেন এক শিল্পীর তুলিতে আঁকা ছবি। আমরা কেন এই সুন্দরের মাঝেও নিজেদের হারাই না? এই দৃশ্যপট আমাদের শেখায় সহনশীলতা আর শান্তির বাণী। প্রতিটি ঋতু আসে তার নিজস্ব রঙে, আর আমাদের জীবনকে সাজিয়ে দিয়ে যায় নতুন অভিজ্ঞতায়। আজ এই নীলিমার নিচে দাঁড়িয়ে আমি অনুভব করি এক পরম প্রশান্তি। দৃশ্যগুলো বদলে যায় ঠিকই, কিন্তু তাদের মাহাত্ম্য রয়ে যায় আমাদের হৃদয়ের মণিকোঠায় চিরকাল।",,Comic Song,Anup Ghoshal,92000,bn,2020-04-02 00:00:00,0.3,0.9,0.99,0.238,-4.607,0.0284,149.982,1,7,0.038
Nei Sei Purnima Raat,"নেই সেই পূর্ণিমা রাত, নেই সেই মায়াবী জোছনার প্লাবন। সব যেন এক নিমিষেই অন্ধকারের গহীনে হারিয়ে গেল। আমি আজও সেই পুরনো ছাদের কোণে তোমার অপেক্ষায় বসে থাকি। কিন্তু আকাশের ঐ রূপালী চাঁদ আজ মেঘের আড়ালে মুখ লুকিয়েছে। বাতাসের দীর্ঘশ্বাস আমার হিয়াকে বিঁধছে প্রতিনিয়ত। আমাদের সেই হাসিমাখা রাতগুলো আজ শুধুই এক বিমর্ষ স্মৃতি। কেন এমন হয় যে যাকে সবচেয়ে বেশি ভালোবাসা যায় সে ই সবচেয়ে বেশি দূরে সরে যায়? একাকীত্বের এই প্রদীপ জ্বেলে আমি তোমার পথ চেয়ে থাকি। চারদিকের নিস্তব্ধতা আমাকে মনে করিয়ে দেয় আমাদের অসম্পূর্ণ গল্পের কথা। নেই সেই পূর্ণিমা রাত, শুধু আছে এক বুক হাহাকার আর তোমার ফেলে আসা পদধ্বনির প্রতিধ্বনি যা আজও আমার কানে বাজে ভোরের শিশির ভেজা ঘাসের মতো শান্ত শীতল মায়ায়।",,Melancholy Playback,Asha Bhosle,199000,bn,2016-05-10 00:00:00,0.14,0.745,0.588,0.558,-5.265,0.0322,149.966,0,10,0.0259
